Episode;Date;Duration;n_guests;Guests;Category
1173;2018-09-25;03:11;1;['Geoffrey Miller'];['Scientists']
1172;2018-09-12;01:55;1;['Morgan Fallon'];['Filmmakers']
1171;2018-09-11;01:55;1;['Nick Yarris'];['Miscellaneous', 'Authors']
1170;2018-09-10;01:54;1;['Tulsi Gabbard'];['Miscellaneous']
1169;2018-09-07;02:44;1;['Elon Musk'];['Business', 'Scientists']
1168;2018-09-05;02:03;1;['Mareko Maumasi'];['Miscellaneous']
1167;2018-09-05;02:23;1;['Larry Sharpe'];['Business']
1166;2018-09-04;02:31;1;['Diamond Dallas Page'];['Athletes, Fighters, Martial Arts']
1165;2018-08-31;02:55;1;['Tom Papa'];['Actors', 'Comedians']
1164;2018-08-30;02:07;1;['Mikhaila Peterson'];['Food, Nutrition']
1163;2018-08-28;02:21;1;['Banachek'];['Miscellaneous']
1162;2018-08-27;02:23;1;['Valentine Thomas'];['Miscellaneous']
1161;2018-08-23;02:09;2;['Jerrod Carmichael', 'Jamar Neighbors'];['Actors', 'Comedians']
1160;2018-08-23;01:59;1;['Bert Kreischer'];['Comedians']
1159;2018-08-23;03:29;1;['Neil deGrasse Tyson'];['Authors', 'Scientists']
1158;2018-08-22;02:14;1;['Chuck Palahniuk'];['Authors', 'Journalists']
1157;2018-08-21;02:23;1;['Shooter Jennings'];['Musicians']
1156;2018-08-09;02:24;1;['Jimmy Dore'];['Comedians', 'Politics']
1155;2018-08-09;02:40;1;['Henry Rollins'];['Writers', 'Actors', 'Musicians']
1154;2018-08-08;02:25;2;['Doug Duren', 'Bryan Richards'];['Miscellaneous', 'Food, Nutrition', 'Hunters']
1153;2018-08-07;01:58;1;['Macaulay Culkin'];['Actors', 'Musicians']
1152;2018-08-02;03:31;1;['John Joseph'];['Authors', 'Musicians', 'Athletes, Fighters, Martial Arts']
1151;2018-08-01;02:43;1;['Sean Carroll'];['Scientists']
1150;2018-07-31;03:38;1;['Felipe Esparza'];['Actors', 'Comedians']
1149;2018-07-30;01:28;1;['Michael Scott Moore'];['Authors', 'Journalists']
1148;2018-07-27;02:54;1;['Andrew Santino'];['Miscellaneous', 'Actors', 'Comedians']
1147;2018-07-26;03:17;1;['Dr. Debra Soh'];['Writers', 'Scientists']
1146;2018-07-25;01:57;1;['Jeff Garlin'];['Writers', 'Actors', 'Comedians']
1145;2018-07-17;02:57;1;['Peter Schiff'];['Authors', 'Business']
1144;2018-07-16;02:53;1;['Doug Stanhope'];['Comedians']
1143;2018-07-11;01:55;1;['Candice Thompson'];['Writers', 'Actors', 'Comedians']
1142;2018-07-10;02:17;1;['Tony Rock'];['Actors', 'Comedians']
1141;2018-07-05;03:29;1;['Theo Von'];['Actors', 'Comedians']
1140;2018-07-04;03:29;1;['Joey Diaz'];['Actors', 'Comedians']
1139;2018-07-02;03:27;1;['Jordan Peterson'];['Authors', 'Scientists']
1138;2018-06-28;03:40;1;['Ted Nugent'];['Activists', 'Musicians', 'Hunters']
1137;2018-06-27;03:08;1;['Duncan Trussell'];['Comedians']
1135;2018-06-26;03:03;1;['Hamilton Morris'];['Comedians']
1135;2018-06-25;03:28;1;['Ari Shaffir'];['Comedians']
1134;2018-06-22;02:37;1;['Kyle Dunnigan'];['Writers', 'Actors', 'Comedians']
1133;2018-06-21;02:51;1;['Dennis McKenna'];['Authors', 'Scientists']
1132;2018-06-18;03:23;1;['Kyle Kingsbury'];['Athletes, Fighters, Martial Arts']
1131;2018-06-13;03:06;1;['Dave Rubin'];['Comedians', 'Politics']
1130;2018-06-12;02:31;1;['Adam Frank'];['Authors', 'Scientists']
1129;2018-06-11;03:09;1;['Tom Papa'];['Writers', 'Actors', 'Authors', 'Comedians']
1128;2018-06-06;02:45;1;['Ryan Sickler'];['Comedians']
1127;2018-06-05;01:55;1;['Jesse Itzler'];['Authors', 'Business']
1126;2018-06-04;02:56;1;['Erik Griffin'];['Writers', 'Actors', 'Comedians']
1125;2018-05-31;02:38;1;['Candace Owens'];[]
1124;2018-05-31;02:59;1;['Robert Schoch'];['Authors', 'Scientists']
1123;2018-05-31;03:17;1;['Kevin Smith'];['Writers', 'Actors', 'Authors', 'Comedians']
1122;2018-05-29;02:45;1;['Donnie Vincent'];['Activists', 'Scientists']
1121;2018-05-24;01:38;1;['Michael Pollan'];['Activists', 'Authors']
1120;2018-05-22;02:04;1;['Ben Greenfield'];['Authors', 'Athletes, Fighters, Martial Arts']
1119;2018-05-21;02:59;1;['Howard Bloom'];['Authors', 'Musicians']
1118;2018-05-18;02:01;1;['Theo Von'];['Actors', 'Comedians']
1117;2018-05-17;03:00;1;['Tim Kennedy'];['Military, Law Enforcement', 'Athletes, Fighters, Martial Arts']
1116;2018-05-16;02:11;1;['Steven Tyler'];['Musicians']
1115;2018-05-09;02:54;1;['Mike Baker'];['Military, Law Enforcement']
1114;2018-05-09;02:28;1;['Matt Taibbi'];['Authors', 'Journalists']
1113;2018-05-08;03:13;1;['Brian Redban'];['Comedians']
1112;2018-05-05;03:04;1;['Cameron Hanes'];['Hunters', 'Athletes, Fighters, Martial Arts']
1111;2018-04-26;02:20;1;['Abby Martin'];['Journalists']
1110;2018-04-26;01:37;1;['Zach Bitter'];['Athletes, Fighters, Martial Arts']
1109;2018-04-25;02:02;1;['Matthew Walker'];['Authors', 'Scientists']
1108;2018-04-24;02:59;1;['Peter Attia'];['Scientists']
1107;2018-04-18;02:04;2;['Sam Harris', 'Maajid Nawaz'];['Politics', 'Activists', 'Scientists', 'Authors']
1106;2018-04-18;02:08;1;['Colion Noir'];['Activists']
1105;2018-04-17;01:54;1;['Michael Hunter'];['Food, Nutrition', 'Hunters']
1104;2018-04-16;01:25;1;['Boyan Slat'];['Activists', 'Inventors']
1103;2018-04-13;02:20;1;['Tom Segura'];['Comedians']
1102;2018-04-11;03:23;1;['Matt Farah'];['Auto, Moto']
1101;2018-04-09;02:59;2;['Chris', 'Mark Bell'];['Writers', 'Filmmakers', 'Athletes, Fighters, Martial Arts']
1100;2018-04-04;02:09;1;['Liz Phair'];['Musicians']
1099;2018-04-03;03:26;1;['Christopher Ryan'];['Authors', 'Scientists']
1098;2018-04-02;02:48;1;['Eddie Bravo'];['Musicians', 'Athletes, Fighters, Martial Arts']
1097;2018-03-28;03:08;1;['Legion of Skanks'];['Comedians']
1096;2018-03-27;02:42;1;['Todd Glass'];['Comedians']
1095;2018-03-26;02:41;2;['T.J. English', 'Joey Diaz'];['Actors', 'Authors', 'Journalists', 'Comedians']
1094;2018-03-20;02:56;1;['Brian Redban'];['Comedians']
1093;2018-03-19;03:19;2;['Owen Benjamin', 'Kurt Metzger'];['Writers', 'Actors', 'Comedians']
1092;2018-03-14;02:08;1;['Mary Lynn Rajskub'];['Actors', 'Comedians']
1091;2018-03-14;02:36;1;['Daniele Bolelli'];['Actors', 'Scientists', 'Athletes, Fighters, Martial Arts']
1090;2018-03-13;03:16;1;['Andrew Santino'];['Actors', 'Comedians']
1089;2018-03-07;03:50;1;['John Dudley'];['Hunters', 'Athletes, Fighters, Martial Arts']
1088;2018-03-06;03:16;1;['Bryan Callen'];['Actors', 'Comedians', 'Athletes, Fighters, Martial Arts']
1087;2018-03-05;02:59;1;['Sturgill Simpson'];['Musicians']
1086;2018-02-28;03:13;1;['Rory Albanese'];['Writers', 'Comedians']
1085;2018-02-27;03:10;1;['Kyle Kulinski'];['Activists', 'Politics']
1084;2018-02-26;02:07;1;['Douglas Murray'];['Authors', 'Journalists', 'Politics']
1083;2018-02-22;01:47;1;['Dom Irrera'];['Comedians']
1082;2018-02-21;02:36;1;['Greg Fitzsimmons'];['Writers', 'Comedians']
1081;2018-02-20;03:01;2;['Bret Weinstein', 'Heather Heying'];['Authors', 'Scientists']
1080;2018-02-19;02:07;1;['David Goggins'];['Military, Law Enforcement', 'Athletes, Fighters, Martial Arts']
1079;2018-02-15;03:08;1;['Tony Hinchcliffe'];['Writers', 'Actors', 'Comedians']
1078;2018-02-13;02:59;1;['Jimmy Dore'];['Comedians', 'Politics']
1077;2018-02-12;02:42;1;['Johann Hari'];['Writers', 'Journalists']
1076;2018-02-09;01:26;1;['Phil Demers'];['Miscellaneous']
1075;2018-02-08;03:36;1;['Duncan Trussell'];['Comedians']
1074;2018-02-06;02:46;1;['Cameron Hanes'];['Hunters', 'Athletes, Fighters, Martial Arts']
1073;2018-02-04;02:19;1;['Steven Pinker'];['Authors', 'Scientists']
1072;2018-02-01;03:15;1;['Joey Diaz'];['Actors', 'Comedians']
1071;2018-01-30;02:34;2;['Steven Crowder', 'NotGay Jared'];['Actors', 'Comedians', 'Politics']
1070;2018-01-30;02:36;1;['Jordan Peterson'];['Authors', 'Scientists']
1069;2018-01-29;02:35;1;['Ben Greenfield'];['Authors', 'Athletes, Fighters, Martial Arts']
1068;2018-01-24;02:33;1;['Michael Shermer'];['Writers', 'Authors', 'Scientists']
1067;2018-01-23;02:38;1;['Whitney Cummings'];['Actors', 'Comedians']
1066;2018-01-17;01:09;2;['Mel Gibson', 'Dr. Neil Riordan'];['Actors', 'Filmmakers', 'Scientists']
1065;2018-01-16;02:23;1;['Danica Patrick'];['Auto, Moto', 'Models']
1064;2018-01-15;01:31;2;['Eddie Huang', 'Jessica Rosenworcel'];['Miscellaneous', 'Food, Nutrition']
1063;2018-01-11;02:49;1;['Tom Segura'];['Comedians']
1062;2018-01-10;02:41;2;['Dan Harris', 'Jeff Warren'];['Writers', 'Authors', 'Journalists']
1061;2018-01-09;03:12;1;['Tom Papa'];['Writers', 'Actors', 'Authors', 'Comedians']
1060;2018-01-04;02:43;1;['Remi Warren'];['Miscellaneous', 'Hunters', 'Writers']
1059;2018-01-02;03:00;1;['Brian Redban'];['Comedians']
1058;2017-12-28;01:25;1;['Nina Teicholz'];['Authors', 'Journalists']
1057;2017-12-28;01:37;1;['Eddie Pepitone'];['Actors', 'Comedians']
1056;2017-12-27;01:35;2;['Dr. Mark Gordon', 'Andrew Marr'];[]
1055;2017-12-19;03:04;1;['Bret Weinstein'];['Authors', 'Scientists']
1054;2017-12-18;03:17;1;['Dr. Rhonda Patrick'];['Health', 'Scientists']
1053;2017-12-14;02:49;1;['Neal Brennan'];['Writers', 'Actors', 'Comedians']
1052;2017-12-12;02:48;1;['Mick West'];['Writers', 'IT, Game Devs, Programming']
1051;2017-12-11;03:58;2;['Duncan Trussell', 'Christopher Ryan'];['Authors', 'Scientists', 'Comedians']
1050;2017-12-07;02:06;1;['Dr. Shawn Baker'];['Health', 'Scientists', 'Athletes, Fighters, Martial Arts']
1049;2017-12-06;01:41;1;['Chris Stapleton'];['Musicians']
1048;2017-12-05;03:03;1;['Doug Stanhope'];['Comedians']
1047;2017-12-04;03:06;1;['Andy Stumpf'];['Military, Law Enforcement', 'Athletes, Fighters, Martial Arts']
1046;2017-11-29;02:03;1;['Owen Smith'];['Writers', 'Actors', 'Comedians']
1045;2017-11-28;03:10;1;['Bryan Callen'];['Actors', 'Comedians', 'Athletes, Fighters, Martial Arts']
1044;2017-11-28;02:07;1;['C.T. Fletcher'];['Actors', 'Athletes, Fighters, Martial Arts']
1043;2017-11-27;03:18;1;['Brian Redban'];['Comedians']
1042;2017-11-20;02:25;2;['Krystyna Hutchinson', 'Corinne Fisher'];['Comedians']
1041;2017-11-20;03:04;1;['Dan Carlin'];['Miscellaneous']
1040;2017-11-15;01:57;1;['Brian Regan'];['Comedians']
1039;2017-11-14;02:08;1;['Iliza Shlesinger'];['Writers', 'Comedians']
1038;2017-11-10;01:57;1;['Billy Corgan'];['Musicians']
1037;2017-11-08;02:52;1;['Chris Kresser'];['Health', 'Journalists']
1036;2017-11-07;03:07;2;['Ari Shaffir', ' Bert Kreischer', 'Tom Segura'];['Comedians']
1035;2017-11-07;02:19;1;['Paul Stamets'];['Authors', 'Scientists']
1034;2017-11-06;02:12;1;['Sebastian Junger'];['Authors', 'Filmmakers']
1033;2017-11-01;03:20;1;['Owen Benjamin'];['Actors', 'Comedians']
1032;2017-10-31;03:34;1;['Colin Moriarty'];['Miscellaneous']
1031;2017-10-30;02:49;1;['Jamie Kilstein'];['Writers', 'Comedians']
1030;2017-10-27;03:13;1;['Joey Diaz'];['Actors', 'Comedians']
1029;2017-10-26;02:02;1;['Tom DeLonge'];['Musicians', 'Filmmakers']
1027;2017-10-25;02:38;1;['Adam Greentree'];['Athletes, Fighters, Martial Arts']
1027;2017-10-24;01:54;1;['Courtney Dauwalter'];['Athletes, Fighters, Martial Arts']
1026;2017-10-23;01:51;1;['Brian Redban'];['Comedians']
1025;2017-10-18;03:02;1;['Greg Fitzsimmons'];['Writers', 'Comedians']
1024;2017-10-12;03:11;1;['Bert Kreischer'];['Comedians']
1023;2017-10-11;02:58;1;['Christina P'];['Comedians']
1022;2017-10-10;02:52;1;['Eric Weinstein'];['Scientists']
1021;2017-10-05;02:31;1;['Russell Brand'];['Actors', 'Activists', 'Comedians', 'Authors']
1020;2017-10-05;02:13;1;['Amy Alkon'];['Miscellaneous']
1019;2017-10-04;02:59;1;['Bryan Fogel'];['Authors', 'Filmmakers']
1018;2017-10-03;02:48;1;['Alonzo Bodden'];['Comedians']
1017;2017-09-28;02:39;1;['Jim Norton'];['Actors', 'Authors', 'Comedians']
1016;2017-09-27;03:27;1;['Whitney Cummings'];['Actors', 'Comedians']
1015;2017-09-26;03:14;1;['Reggie Watts'];['Actors', 'Musicians', 'Comedians']
1014;2017-09-25;03:15;1;['Dave Smith'];['Comedians']
1013;2017-09-22;03:04;1;['Cameron Hanes'];['Hunters', 'Athletes, Fighters, Martial Arts']
1012;2017-09-15;03:16;1;['Brendan Schaub'];['Athletes, Fighters, Martial Arts']
1011;2017-09-14;03:31;1;['Tom Papa'];['Writers', 'Actors', 'Authors', 'Comedians']
1010;2017-09-07;02:51;1;['Brian Redban'];['Comedians']
1009;2017-09-06;02:48;1;['James Damore'];['IT, Game Devs, Programming']
1008;2017-09-05;02:51;2;['Cody Garbrandt', 'Urijah Faber'];['Athletes, Fighters, Martial Arts']
1007;2017-09-04;04:16;2;['Ari Shaffir', ' Bert Kreischer', 'Tom Segura'];['Comedians']
1006;2017-09-01;03:00;2;['Jordan Peterson', 'Bret Weinstein'];['Authors', 'Scientists']
1005;2017-08-30;02:55;1;['Hannibal Buress'];['Writers', 'Actors', 'Comedians']
1004;2017-08-29;02:55;1;['W Kamau Bell'];['Writers', 'Comedians']
1003;2017-08-24;02:53;1;['Sean Carroll'];['Authors', 'Scientists']
1002;2017-08-23;03:01;1;['Peter Schiff'];['Authors', 'Business']
1001;2017-08-21;03:05;1;['Mike Baker'];['Military, Law Enforcement']
1000;2017-08-18;03:49;2;['Joey Diaz', 'Tom Segura'];['Actors', 'Comedians']
999;2017-08-16;02:08;1;['Tom Bilyeu'];['Health', 'Miscellaneous']
998;2017-08-15;03:17;1;['Owen Benjamin'];['Actors', 'Comedians']
997;2017-08-10;01:30;1;['Pauly Shore'];['Writers', 'Actors', 'Comedians']
996;2017-08-09;02:31;1;['Dr. Andy Galpin'];['Health', 'Scientists']
995;2017-08-08;02:45;1;['Jon Ronson'];['Writers', 'Filmmakers']
994;2017-08-07;03:01;1;['Dom Agostino];['Health', 'Scientists']
993;2017-08-02;02:51;1;['Ben Shapiro'];['Writers', 'Authors', 'Politics']
992;2017-08-01;02:54;1;['Ian Edwards'];['Comedians']
991;2017-07-31;03:46;1;['Eddie Bravo'];['Musicians', 'Athletes, Fighters, Martial Arts']
990;2017-07-27;01:08;1;['Jamie Foxx'];['Actors', 'Musicians', 'Comedians']
989;2017-07-26;03:11;1;['Dorian Yates'];['Athletes, Fighters, Martial Arts']
988;2017-07-25;02:47;1;['Nick Swardson'];['Actors', 'Comedians']
987;2017-07-13;02:35;1;[Ben Brien];['Miscellaneous', 'Hunters']
986;2017-07-12;03:02;1;['Maynard James Keenan'];['Actors', 'Musicians']
985;2017-07-11;03:05;1;['Gad Saad'];['Authors', 'Business', 'Scientists']
984;2017-07-06;02:39;1;[Yvette Entremont];['Miscellaneous']
983;2017-07-05;01:34;2;['Natasha Leggero', 'Moshe Kasher'];['Writers', 'Actors', 'Musicians', 'Comedians']
982;2017-07-03;03:22;1;['Honey Honey'];['Musicians']
981;2017-06-28;03:01;1;['Josh Barnett'];['Athletes, Fighters, Martial Arts']
980;2017-06-27;02:38;1;[Chris Elia];['Writers', 'Actors', 'Comedians']
979;2017-06-26;03:59;1;['Sargon of Akkad'];['Miscellaneous']
978;2017-06-22;02:15;1;['Judd Apatow'];['Writers', 'Actors', 'Filmmakers', 'Comedians']
977;2017-06-21;02:05;2;['Jeff Evans', 'Bud Brutsman'];['Health', 'Miscellaneous']
976;2017-06-19;02:37;1;['Morgan Murphy'];['Writers', 'Actors', 'Comedians']
975;2017-06-09;01:24;1;['Sebastian Junger'];['Authors', 'Filmmakers']
974;2017-06-08;02:52;1;['Megan Phelps-Roper'];['Activists']
973;2017-06-08;01:52;2;['Wheeler Walker', ' Jr.'];['Musicians']
972;2017-06-07;02:45;1;['Ari Shaffir'];['Comedians']
971;2017-06-06;03:02;1;['Steven Rinella'];['Authors']
970;2017-06-02;02:39;1;['Bret Weinstein'];['Authors', 'Scientists']
969;2017-06-01;02:36;1;['Andrew Santino'];['Actors', 'Comedians']
968;2017-05-31;03:10;1;['Kelly Brogan'];['Health', 'Authors']
967;2017-05-30;01:50;1;['Bill Burr'];['Comedians']
966;2017-05-26;03:15;1;['Tom Papa'];['Writers', 'Actors', 'Authors', 'Comedians']
965;2017-05-25;01:07;1;['Robert Sapolsky'];['Health', 'Authors', 'Scientists']
964;2017-05-24;02:43;1;['Everlast'];['Musicians']
963;2017-05-23;02:42;1;['Michael Malice'];['Authors']
962;2017-05-18;03:02;1;['Jocko Willink'];['Authors', 'Military, Law Enforcement', 'Athletes, Fighters, Martial Arts']
961;2017-05-16;03:44;2;['Graham Hancock', ' Randall Carlson', 'Michael Shermer'];['Miscellaneous', 'Writers', 'Authors', 'Scientists', 'Journalists']
960;2017-05-16;02:36;1;['Steve-O'];['Actors', 'Authors', 'Comedians']
959;2017-05-10;02:13;1;['Mick West'];['Writers', 'IT, Game Devs, Programming']
958;2017-05-09;03:05;1;['Jordan Peterson'];['Authors', 'Scientists']
957;2017-05-09;02:14;1;['Cameron Hanes'];['Hunters', 'Athletes, Fighters, Martial Arts']
956;2017-05-05;01:59;1;['Guy Ritchie'];['Writers', 'Filmmakers']
955;2017-05-04;02:45;1;['Al Madrigal'];['Actors', 'Comedians']
954;2017-05-03;01:48;1;['Justin Brown'];['Scientists']
953;2017-05-02;01:59;1;['Shirley Manson'];['Actors', 'Musicians']
952;2017-04-27;03:04;1;['Thaddeus Russell'];['Authors']
951;2017-04-26;02:06;1;['Dan Doty'];['Miscellaneous', 'Writers']
950;2017-04-25;03:02;1;['Abby Martin'];['Journalists']
949;2017-04-19;03:01;1;['Josh Zepps'];['Miscellaneous', 'Actors', 'Politics']
948;2017-04-18;02:41;2;['Brendan Schaub', 'Eddie Bravo'];['Musicians', 'Athletes, Fighters, Martial Arts']
947;2017-04-18;01:43;1;['Ron Miscavige'];['Miscellaneous', 'Authors']
946;2017-04-17;02:57;1;['Dennis McKenna'];['Authors', 'Scientists']
945;2017-04-12;01:57;1;['Dr. Roddy McGee'];['Health']
944;2017-04-11;02:53;2;['Scott Eastwood', 'Cameron Hanes'];['Actors', 'Models', 'Hunters', 'Athletes, Fighters, Martial Arts']
943;2017-04-10;02:50;1;['Moshe Kasher'];['Writers', 'Actors', 'Comedians']
942;2017-04-05;02:32;1;['Dan Flores'];['Writers', 'Authors', 'Scientists']
941;2017-04-04;02:54;1;['Greg Fitzsimmons'];['Writers', 'Comedians']
940;2017-04-04;03:09;2;['Sam Harris', 'Dan Harris'];['Authors', 'Journalists', 'Scientists']
939;2017-04-03;02:18;1;['Chris Cage'];['Miscellaneous', 'Food, Nutrition']
938;2017-03-27;02:35;1;['Lawrence Krauss'];['Actors', 'Authors', 'Scientists']
937;2017-03-24;02:11;1;['Justin Wren'];['Athletes, Fighters, Martial Arts']
936;2017-03-24;02:48;1;['Colin Moriarty'];['Miscellaneous']
935;2017-03-23;03:06;1;['Robb Wolf'];['Health', 'Authors', 'Scientists']
934;2017-03-22;02:47;1;['John Dudley'];['Hunters', 'Athletes, Fighters, Martial Arts']
933;2017-03-16;03:12;1;['Julie Kedzie'];['Athletes, Fighters, Martial Arts']
932;2017-03-15;02:55;1;['TJ Kirk'];['Miscellaneous', 'Authors']
931;2017-03-14;02:58;1;['Jim Norton'];['Actors', 'Authors', 'Comedians']
930;2017-03-13;02:50;1;['Will MacAskill'];['Scientists']
929;2017-03-10;02:06;1;['Dan Pe\\xc3\\xb1a'];['Business']
928;2017-03-08;03:15;1;['Arian Foster'];['Athletes, Fighters, Martial Arts']
927;2017-03-07;03:12;1;['Tom Papa'];['Writers', 'Actors', 'Authors', 'Comedians']
926;2017-03-06;02:22;2;['Joey Diaz', 'Alberto Gallazzi'];['Actors', 'Comedians']
925;2017-02-28;02:39;1;['Theo Von'];['Actors', 'Comedians']
924;2017-02-28;02:09;1;['Rory Albanese'];['Writers', 'Comedians']
923;2017-02-27;03:11;1;['Whitney Cummings'];['Actors', 'Comedians']
922;2017-02-24;02:15;1;['Philip DeFranco'];['Miscellaneous']
921;2017-02-23;02:18;1;['Dominick Cruz'];['Athletes, Fighters, Martial Arts']
920;2017-02-22;02:36;1;['Gavin McInnes'];['Writers', 'Actors', 'Comedians']
919;2017-02-21;02:21;1;['Neil deGrasse Tyson'];['Authors', 'Scientists']
918;2017-02-17;02:47;1;['Frank Castillo'];['Comedians']
917;2017-02-15;04:07;1;['Steven Crowder'];['Actors', 'Comedians', 'Politics']
916;2017-02-14;03:26;1;['Fight Recap'];['Actors', 'Musicians', 'Comedians', 'Athletes, Fighters, Martial Arts']
915;2017-02-13;02:09;1;['Nick DiPaolo'];['Writers', 'Comedians']
914;2017-02-08;03:03;2;['Ryan Callaghan', 'Kenton Carruth'];['Miscellaneous']
913;2017-02-07;02:36;1;['Christopher Ryan'];['Authors', 'Scientists']
912;2017-02-06;02:56;1;['Pete Holmes'];['Writers', 'Actors', 'Comedians']
911;2017-02-01;03:51;2;['Alex Jones', 'Eddie Bravo'];['Writers', 'Musicians', 'Filmmakers', 'Politics', 'Athletes, Fighters, Martial Arts']
910;2017-02-01;01:51;1;['Gary Vaynerchuk'];['Authors', 'Business']
909;2017-01-31;02:04;1;['Bill Burr'];['Comedians']
908;2017-01-30;02:32;1;['Leah Remini'];['Actors', 'Authors', 'Comedians']
907;2017-01-27;02:25;1;['Mike Baker'];['Military, Law Enforcement']
906;2017-01-26;02:58;1;['Henry Rollins'];['Writers', 'Actors', 'Musicians']
905;2017-01-25;02:18;1;['Shane Smith'];['Journalists']
904;2017-01-24;02:33;1;['Gary Taubes'];['Health', 'Authors']
903;2017-01-24;02:38;2;['Tony Hinchcliffe', 'Brian Redban'];['Writers', 'Actors', 'Comedians']
902;2017-01-20;02:03;1;['Live Underground from The Comedy Store'];['Writers', 'Actors', 'Comedians']
901;2017-01-19;03:06;1;['Dr. Rhonda Patrick'];['Health', 'Scientists']
900;2017-01-18;02:50;1;['Joseph Valtellini'];['Athletes, Fighters, Martial Arts']
899;2017-01-12;02:41;1;['Bryan Callen'];['Actors', 'Comedians', 'Athletes, Fighters, Martial Arts']
898;2017-01-11;03:09;2;['Bas Rutten', 'Mauro Ranallo'];['Athletes, Fighters, Martial Arts']
897;2017-01-10;03:27;1;['Hunter Maats'];['Actors', 'Comedians']
896;2017-01-10;02:29;1;['CES Review with Young Jamie'];[]
895;2017-01-03;03:54;1;['#WhoIsFat - Day2'];['Comedians']
894;2017-01-02;02:30;1;['#WhoIsFat - Day1'];['Comedians']
893;2017-01-02;03:25;1;['Fight Recap'];['Actors', 'Musicians', 'Comedians', 'Athletes, Fighters, Martial Arts']
892;2016-12-28;03:09;1;['Greg Fitzsimmons'];['Writers', 'Comedians']
891;2016-12-27;02:17;1;['Zach Leary'];['Miscellaneous', 'Writers']
890;2016-12-26;03:49;1;['Fight Breakdown'];['Musicians', 'Athletes, Fighters, Martial Arts']
889;2016-12-23;03:22;1;['Brian Redban'];['Comedians']
888;2016-12-22;03:24;1;['Ron White'];['Actors', 'Comedians']
887;2016-12-16;02:05;1;['James Hetfield'];['Musicians']
886;2016-12-15;02:15;1;['Hank Shaw'];['Journalists', 'Authors', 'Food, Nutrition']
885;2016-12-13;03:39;1;['Tom Segura'];['Comedians']
884;2016-12-07;02:59;1;['Joey Diaz'];['Actors', 'Comedians']
883;2016-12-06;04:13;1;['Kevin Smith'];['Writers', 'Actors', 'Authors', 'Comedians']
882;2016-12-05;03:07;1;['Papa'];['Writers', 'Actors', 'Authors', 'Comedians']
881;2016-12-02;03:01;1;['Lee Camp'];['Writers', 'Actors', 'Activists', 'Comedians']
880;2016-12-01;02:02;1;['Jon Jones'];['Athletes, Fighters, Martial Arts']
879;2016-11-30;03:01;1;['Steven Rinella'];['Authors']
878;2016-11-29;03:36;1;['Aubrey Marcus'];['Writers', 'Business']
877;2016-11-28;03:04;1;['Jordan Peterson'];['Authors', 'Scientists']
876;2016-11-21;01:28;1;['Chris Bell'];['Writers', 'Filmmakers']
875;2016-11-21;01:57;1;['Shannon Briggs'];['Athletes, Fighters, Martial Arts']
874;2016-11-17;03:21;1;['Scott Adams'];['Miscellaneous', 'Authors']
873;2016-11-16;03:07;1;['Steven Kotler'];['Authors', 'Journalists']
872;2016-11-15;03:52;2;['Graham Hancock', 'Randall Carlson'];['Miscellaneous', 'Authors', 'Journalists', 'Scientists']
871;2016-11-14;02:08;1;['Brendan Schaub'];['Actors', 'Comedians', 'Athletes, Fighters, Martial Arts']
870;2016-11-09;03:37;1;['Bert Kreischer'];['Comedians']
869;2016-11-07;03:38;1;['Dave Rubin'];['Comedians', 'Politics']
868;2016-11-05;01:54;1;['John Dudley'];['Hunters', 'Athletes, Fighters, Martial Arts']
867;2016-10-31;03:50;1;['Joey Diaz'];['Actors', 'Comedians']
866;2016-10-25;02:34;1;['Christine Hassler'];['Miscellaneous', 'Authors']
865;2016-10-25;02:34;1;['Wim Hof'];['Miscellaneous', 'Athletes, Fighters, Martial Arts']
864;2016-10-24;02:22;2;['Kevin Ross', 'Gaston Bolanos'];['Athletes, Fighters, Martial Arts']
863;2016-10-20;03:19;1;['Duncan Trussell'];['Comedians']
861;2016-10-19;03:13;1;['Trevor Valle'];['Actors', 'Comedians', 'Athletes, Fighters, Martial Arts']
861;2016-10-18;03:09;1;['Bryan Callen'];['Actors', 'Comedians', 'Athletes, Fighters, Martial Arts']
860;2016-10-14;03:18;1;['Russell Peters'];['Actors', 'Comedians']
859;2016-10-13;03:36;1;['Brian Redban'];['Comedians']
858;2016-10-13;02:23;1;['Jesse Ventura'];['Actors', 'Military, Law Enforcement', 'Athletes, Fighters, Martial Arts', 'Politics']
857;2016-10-12;03:09;1;['Dan Bilzerian'];['Miscellaneous']
856;2016-10-05;01:51;2;['Tony Hinchcliffe', 'Young Jamie'];['Writers', 'Actors', 'Comedians']
855;2016-10-03;03:36;2;['Tom Segura', 'Christina Pazsitzky'];['Actors', 'Comedians']
854;2016-09-30;01:43;1;['Louie Simmons'];['Athletes, Fighters, Martial Arts']
853;2016-09-28;03:19;1;['Adam Greentree'];['Hunters']
852;2016-09-27;03:17;1;['John Anthony West'];['Authors', 'Scientists']
851;2016-09-26;02:52;1;['Shane Mauss'];['Comedians']
850;2016-09-22;03:04;1;['George Perez'];['Comedians']
849;2016-09-20;01:29;1;['James Kingston'];['Miscellaneous', 'Athletes, Fighters, Martial Arts']
848;2016-09-20;02:36;1;['Bryan Callen'];['Actors', 'Comedians', 'Athletes, Fighters, Martial Arts']
847;2016-09-15;03:09;1;['Dan Carlin'];['Miscellaneous']
