Episode;Date;Duration;n_guests;Guests;Category
846;2016-09-14;03:07;1;['Michael Shermer'];['Writers', 'Authors', 'Scientists']
845;2016-09-12;02:33;2;['TJ Dillashaw', ' Duane Ludwig', 'Bas Rutten'];['Athletes, Fighters, Martial Arts']
844;2016-09-07;02:32;1;['Andreas Antonopoulos'];['Business', 'IT, Game Devs, Programming']
843;2016-09-06;02:52;1;['Tony Hinchcliffe'];['Writers', 'Actors', 'Comedians']
842;2016-09-05;02:37;1;['Chris Kresser'];['Health', 'Journalists']
841;2016-08-31;03:23;1;['Greg Fitzsimmons'];['Writers', 'Comedians']
840;2016-08-30;03:31;1;['Donald Cerrone'];['Athletes, Fighters, Martial Arts']
839;2016-08-29;03:12;1;['Tom Papa'];['Writers', 'Actors', 'Authors', 'Comedians']
838;2016-08-24;03:20;1;['Josh Zepps'];['Miscellaneous', 'Actors', 'Politics']
837;2016-08-24;02:47;1;['Gad Saad'];['Authors', 'Business', 'Scientists']
836;2016-08-23;03:00;1;['Hannibal Buress'];['Writers', 'Actors', 'Comedians']
835;2016-08-23;02:31;1;['Louis Theroux'];['Miscellaneous', 'Filmmakers']
834;2016-08-18;01:47;1;['Dan Doty'];['Miscellaneous', 'Writers']
833;2016-08-11;03:32;1;['Brian Redban'];['Comedians']
832;2016-08-10;02:12;1;['Vinny Shoreman'];['Athletes, Fighters, Martial Arts']
831;2016-08-09;03:11;1;['Byron Bowers'];['Comedians']
830;2016-08-03;03:25;1;['Neal Brennan'];['Writers', 'Actors', 'Comedians']
829;2016-08-02;03:13;1;['Wayne Federman'];['Writers', 'Authors', 'Musicians', 'Actors', 'Comedians']
828;2016-08-01;03:54;1;['Duncan Trussell'];['Comedians']
827;2016-07-29;01:46;2;['Twitter Q&A with Joe'];[]
826;2016-07-27;02:32;1;['Justin Wren'];['Athletes, Fighters, Martial Arts']
825;2016-07-26;02:48;1;['Jeremy Stephens'];['Athletes, Fighters, Martial Arts']
824;2016-07-21;02:23;1;['Bryan Callen'];['Actors', 'Comedians', 'Athletes, Fighters, Martial Arts']
823;2016-07-11;02:43;1;['Eleanor Kerrigan'];['Comedians', 'Athletes, Fighters, Martial Arts']
822;2016-07-11;02:31;1;['Chael Sonnen'];['Athletes, Fighters, Martial Arts']
821;2016-07-08;03:06;1;['Joey Diaz'];['Actors', 'Comedians']
820;2016-07-06;03:06;1;['Milo Yiannopoulos'];['Miscellaneous', 'Writers', 'Politics']
819;2016-07-05;02:48;1;['Brendan Schaub'];['Actors', 'Comedians', 'Athletes, Fighters, Martial Arts']
818;2016-07-04;02:31;1;['Mike Schmidt'];['Miscellaneous']
817;2016-06-30;02:45;2;['Jason Hairston', 'Brendan Burns'];['Hunters', 'Athletes, Fighters, Martial Arts']
816;2016-06-29;02:10;1;['Joe Schilling'];['Athletes, Fighters, Martial Arts']
815;2016-06-28;02:18;1;['Cameron Hanes'];['Hunters', 'Athletes, Fighters, Martial Arts']
814;2016-06-22;02:06;1;['Ari Shaffir'];['Comedians']
813;2016-06-22;02:42;1;['Shane Dorian'];['Hunters', 'Athletes, Fighters, Martial Arts']
812;2016-06-21;03:15;2;['Russell Brand', 'Jim Breuer'];['Authors', 'Musicians', 'Actors', 'Activists', 'Comedians']
811;2016-06-21;02:48;1;['Jim Breuer'];['Actors', 'Authors', 'Musicians', 'Comedians']
810;2016-06-15;03:25;1;['Big Jay Oakerson'];['Comedians']
809;2016-06-14;02:47;1;['Aubrey Marcus'];['Writers', 'Business']
808;2016-06-13;02:54;2;['Michael Wood', ' Jr.'];['Activists', 'Military, Law Enforcement']
807;2016-06-07;02:30;2;['Geno', 'AJ', ' from Speedweed'];['Health', 'Miscellaneous']
806;2016-06-07;03:07;1;['Dave Smith'];['Comedians']
805;2016-06-02;01:49;1;['Steve Hofstetter'];['Comedians']
804;2016-06-01;04:33;1;['Sam Harris'];['Authors', 'Scientists']
803;2016-05-31;02:58;2;['Joey Diaz', 'Lee Syatt'];['Actors', 'Comedians']
802;2016-05-19;03:12;1;['Tom Papa'];['Writers', 'Actors', 'Authors', 'Comedians']
801;2016-05-17;02:40;1;['Gary Johnson'];['Politics']
800;2016-05-17;02:36;1;['Bobcat Goldthwait'];['Actors', 'Filmmakers', 'Comedians']
799;2016-05-16;03:28;2;['Brendan Schaub', 'Bryan Callen'];['Actors', 'Comedians', 'Athletes, Fighters, Martial Arts']
798;2016-05-11;03:00;1;['Alison Rosen'];['Miscellaneous', 'Writers']
797;2016-05-10;01:57;2;['Alex', 'Allyson Grey'];['Miscellaneous', 'Authors']
796;2016-05-09;02:32;1;['Josh Zepps'];['Miscellaneous', 'Actors', 'Politics']
795;2016-05-06;02:31;1;['Ian Edwards'];['Comedians']
794;2016-05-05;03:15;1;['Miesha Tate'];['Actors', 'Athletes, Fighters, Martial Arts']
793;2016-05-04;03:13;1;['Whitney Cummings'];['Actors', 'Comedians']
792;2016-04-30;03:17;2;['Lewis', ' from Unbox Therapy'];['Miscellaneous']
791;2016-04-26;01:36;1;['Steve Schirripa'];['Actors', 'Authors']
790;2016-04-25;03:16;1;['Steve Maxwell'];['Athletes, Fighters, Martial Arts']
789;2016-04-21;01:59;1;['Dan Auerbach'];['Musicians']
788;2016-04-21;01:59;1;['Brendan Schaub'];['Actors', 'Comedians', 'Athletes, Fighters, Martial Arts']
787;2016-04-19;02:37;1;['Eddie Huang'];['Food, Nutrition']
786;2016-04-18;02:30;2;['Wheeler Walker', ' Jr.'];['Musicians']
785;2016-04-13;02:21;1;['Dom Irrera'];['Comedians']
784;2016-04-13;01:54;1;['Brian Redban'];['Comedians']
783;2016-04-12;02:49;1;['John Dudley'];['Hunters', 'Athletes, Fighters, Martial Arts']
782;2016-04-07;02:44;1;['Rick Doblin'];['Health', 'Scientists']
781;2016-04-05;03:08;1;['Kevin Rose'];['Business', 'IT, Game Devs, Programming']
780;2016-04-04;02:30;1;['Sturgill Simpson'];['Musicians']
779;2016-03-29;01:13;2;['Andrew Dice Clay', 'Joey Diaz'];['Actors', 'Comedians']
778;2016-03-28;02:49;1;['Ari Shaffir'];['Comedians']
777;2016-03-25;02:41;1;['Brian Redban'];['Comedians']
776;2016-03-18;03:12;1;['Adam Cropp'];['Miscellaneous']
775;2016-03-16;02:51;1;['Greg Fitzsimmons'];['Writers', 'Comedians']
774;2016-03-15;03:25;2;['Brendan Schaub', 'Bryan Callen'];['Actors', 'Comedians', 'Athletes, Fighters, Martial Arts']
773;2016-03-10;03:12;1;['Dr. Rhonda Patrick'];['Health', 'Scientists']
772;2016-03-08;02:37;2;['Mark', 'Chris Bell'];['Writers', 'Filmmakers', 'Athletes, Fighters, Martial Arts']
771;2016-03-07;02:22;1;['Eddie Bravo'];['Musicians', 'Athletes, Fighters, Martial Arts']
770;2016-03-07;03:06;1;['Michael Shermer'];['Writers', 'Authors', 'Scientists']
769;2016-03-03;03:41;1;['Bert Kreischer'];['Comedians']
768;2016-03-02;03:11;2;['Ian McCall', ' Brendan Schaub', 'Bryan Callen'];['Actors', 'Comedians', 'Athletes, Fighters, Martial Arts']
767;2016-03-01;03:15;1;['Mike Baker'];['Military, Law Enforcement']
766;2016-02-25;03:00;1;['Gad Saad'];['Authors', 'Business', 'Scientists']
765;2016-02-24;02:45;1;['Tovar Cerulli'];['Activists', 'Hunters', 'Authors']
764;2016-02-23;03:28;1;['Duncan Trussell'];['Comedians']
763;2016-02-23;02:20;1;['Action Bronson'];['Musicians', 'Food, Nutrition']
762;2016-02-19;02:55;1;['Robin Black'];['Athletes, Fighters, Martial Arts']
761;2016-02-17;02:26;1;['Bas Rutten'];['Athletes, Fighters, Martial Arts']
760;2016-02-16;03:00;2;['Doug Duren', 'Nathan Ihde'];['Miscellaneous', 'Hunters']
759;2016-02-15;02:29;1;['Cameron Hanes'];['Hunters', 'Athletes, Fighters, Martial Arts']
758;2016-02-09;03:04;1;['Tom Papa'];['Writers', 'Actors', 'Authors', 'Comedians']
757;2016-02-08;02:05;2;['Gary Clark', ' Jr.'];['Musicians']
756;2016-02-04;03:05;1;['Kyle Kingsbury'];['Athletes, Fighters, Martial Arts']
755;2016-02-03;02:32;1;['Daniele Bolelli'];['Actors', 'Scientists', 'Athletes, Fighters, Martial Arts']
754;2016-02-02;02:45;1;['Brian Redban'];['Comedians']
753;2016-01-27;02:28;1;['Hannibal Buress'];['Writers', 'Actors', 'Comedians']
752;2016-01-26;02:52;1;['Mark Sisson'];['Health', 'Authors', 'Athletes, Fighters, Martial Arts']
751;2016-01-26;03:57;1;['Doug Stanhope'];['Comedians']
750;2016-01-21;02:03;2;['Kip Andersen', 'Keegan Kuhn', ' producers of Cowspiracy'];['Food, Nutrition', 'Filmmakers']
749;2016-01-20;02:52;2;['Carlos Condit', 'Erwan Le Corre'];['Health', 'Athletes, Fighters, Martial Arts']
748;2016-01-19;02:56;1;['Jenny Johnson'];['Writers', 'Comedians']
747;2016-01-13;02:53;1;['Tony Hinchcliffe'];['Writers', 'Actors', 'Comedians']
746;2016-01-12;02:52;1;['TJ Kirk'];['Miscellaneous', 'Authors']
745;2016-01-11;03:06;1;['Ari Shaffir'];['Comedians']
744;2016-01-06;02:50;1;['Tom Segura'];['Comedians']
743;2016-01-05;02:29;1;['Phil Demers'];['Miscellaneous']
742;2016-01-04;03:03;1;['Aubrey Marcus'];['Writers', 'Business']
741;2015-12-24;03:08;1;['Joey Diaz'];['Actors', 'Comedians']
740;2015-12-23;03:01;1;['Thaddeus Russell'];['Authors']
739;2015-12-22;03:05;2;['Duncan Trussell', 'Christopher Ryan'];['Authors', 'Scientists', 'Comedians']
738;2015-12-16;02:24;1;['Molly Crabapple'];['Journalists']
737;2015-12-15;01:59;1;['Lance Armstrong'];['Athletes, Fighters, Martial Arts']
736;2015-12-14;02:14;2;['Brendan Schaub', 'Bryan Callen'];['Actors', 'Comedians', 'Athletes, Fighters, Martial Arts']
735;2015-12-14;02:58;1;['Peter Boghossian'];['Activists', 'Authors']
734;2015-12-10;03:02;1;['Brendan Schaub'];['Actors', 'Comedians', 'Athletes, Fighters, Martial Arts']
733;2015-12-09;02:18;1;['Judah Friedlander'];['Actors', 'Comedians']
732;2015-12-08;02:43;1;['Whitney Cummings'];['Actors', 'Comedians']
731;2015-12-03;03:11;1;['Bert Kreischer'];['Comedians']
730;2015-12-02;03:11;1;['Demetrious Johnson'];['Athletes, Fighters, Martial Arts']
729;2015-12-01;03:07;1;['Jocko Willink'];['Authors', 'Military, Law Enforcement', 'Athletes, Fighters, Martial Arts']
728;2015-11-27;01:02;1;['Ceara Lynch'];['Miscellaneous']
727;2015-11-24;02:42;1;['Bill Burr'];['Comedians']
726;2015-11-23;01:42;1;['Josh Zepps'];['Miscellaneous', 'Actors', 'Politics']
725;2015-11-19;03:13;2;['Graham Hancock', 'Randall Carlson'];['Miscellaneous', 'Authors', 'Journalists', 'Scientists']
724;2015-11-18;03:07;1;['Christina Sommers'];['Authors', 'Scientists']
723;2015-11-16;02:12;2;['Dana White', 'Tony Hinchcliffe'];['Writers', 'Actors', 'Comedians']
722;2015-11-14;02:10;1;['Tony Hinchcliffe'];['Writers', 'Actors', 'Comedians']
721;2015-11-11;03:11;1;['Eddie Bravo'];['Musicians', 'Athletes, Fighters, Martial Arts']
720;2015-11-10;03:09;2;['Tait Fletcher', 'Andy Stumpf'];['Actors', 'Military, Law Enforcement', 'Athletes, Fighters, Martial Arts']
719;2015-11-04;02:33;1;['Josh Olin'];['IT, Game Devs, Programming']
718;2015-11-03;03:13;1;['Christopher Ryan'];['Authors', 'Scientists']
717;2015-11-03;02:38;1;['Steve-O'];['Actors', 'Authors', 'Comedians']
716;2015-10-30;03:04;1;['Daniele Bolelli'];['Actors', 'Scientists', 'Athletes, Fighters, Martial Arts']
715;2015-10-29;03:04;1;['Remi Warren'];['Miscellaneous', 'Hunters', 'Writers']
714;2015-10-29;03:18;1;['John Wayne Parr'];['Athletes, Fighters, Martial Arts']
713;2015-10-26;03:07;1;['Dave Rubin'];['Comedians', 'Politics']
712;2015-10-21;02:32;1;['Wim Hof'];['Miscellaneous', 'Athletes, Fighters, Martial Arts']
711;2015-10-20;02:25;1;['Brian Redban'];['Comedians']
710;2015-10-19;03:05;1;['Gavin McInnes'];['Miscellaneous', 'Actors', 'Comedians', 'Writers']
709;2015-10-15;02:54;1;['Steven Rinella'];['Authors']
708;2015-10-14;03:07;1;['Steven Crowder'];['Actors', 'Comedians', 'Politics']
707;2015-10-13;03:07;1;['Michael Dowd'];['Military, Law Enforcement']
706;2015-10-10;02:55;1;['Brendan Schaub'];['Actors', 'Comedians', 'Athletes, Fighters, Martial Arts']
705;2015-10-06;01:36;1;['Tait Fletcher'];['Actors', 'Athletes, Fighters, Martial Arts']
704;2015-10-05;03:05;1;['Alonzo Bodden'];['Comedians']
703;2015-10-01;02:18;1;['Brian Redban'];['Comedians']
702;2015-09-30;03:02;1;['Milo Yiannopoulos'];['Miscellaneous', 'Writers', 'Politics']
701;2015-09-29;02:25;1;['Honey Honey'];['Musicians']
700;2015-09-25;01:57;2;['Dr. Mark Gordon', 'Andrew Marr'];['Health', 'Scientists', 'Military, Law Enforcement']
699;2015-09-22;02:28;1;['Donald Cerrone'];['Athletes, Fighters, Martial Arts']
698;2015-09-21;02:21;1;['Dr. Carl Hart'];['Scientists']
697;2015-09-17;02:54;1;['Christopher Ryan'];['Authors', 'Scientists']
696;2015-09-16;02:28;2;['Lewis', ' from Unbox Therapy'];['Miscellaneous']
695;2015-09-09;02:02;1;['Sebastian Maniscalco'];['Comedians']
694;2015-09-08;02:32;1;['Jane McGonigal'];['Authors', 'IT, Game Devs, Programming']
693;2015-09-07;02:50;1;['Tom Segura'];['Comedians']
692;2015-09-03;01:36;1;['Jay Leno'];['Actors', 'Auto, Moto', 'Comedians']
691;2015-09-01;02:58;1;['Bryan Callen'];['Actors', 'Comedians', 'Athletes, Fighters, Martial Arts']
690;2015-08-31;02:17;2;['Ronda Rousey', 'Edmond Tarverdyan'];['Actors', 'Athletes, Fighters, Martial Arts']
689;2015-08-25;02:07;1;['Abby Martin'];['Journalists']
688;2015-08-25;02:01;1;['Brian Redban'];['Comedians']
687;2015-08-24;02:17;1;['Justin Wren'];['Athletes, Fighters, Martial Arts']
686;2015-08-19;02:31;1;['Jeff Ross'];['Writers', 'Comedians']
685;2015-08-18;02:38;1;['Jeff Novitzky'];['Athletes, Fighters, Martial Arts']
684;2015-08-17;02:59;1;['Brian Redban'];['Comedians']
683;2015-08-13;02:10;1;['Ethan Nadelmann'];['Health', 'Miscellaneous']
682;2015-08-12;02:50;2;['Mark', 'Chris Bell'];['Writers', 'Filmmakers', 'Athletes, Fighters, Martial Arts']
681;2015-08-11;02:57;1;['Gad Saad'];['Authors', 'Business', 'Scientists']
680;2015-08-07;02:23;1;['Steven Hassan'];['Health', 'Writers']
679;2015-08-06;01:38;2;['Barry Crimmins', 'Bobcat Goldthwait'];['Actors', 'Filmmakers', 'Comedians']
678;2015-08-06;02:11;1;['Jonathan Ward'];['Auto, Moto']
677;2015-08-03;03:11;1;['Josh Zepps'];['Miscellaneous', 'Actors', 'Politics']
676;2015-07-29;02:53;1;['Esther Ku'];['Comedians']
675;2015-07-28;02:58;2;['Kirik Jenness', 'Chris Palmquist'];['IT, Game Devs, Programming', 'Athletes, Fighters, Martial Arts']
674;2015-07-27;03:09;1;['Brian Redban'];['Comedians']
673;2015-07-22;03:04;2;['Nick DiPaolo', 'Adam Lowery'];['Health', 'Comedians', 'Writers']
672;2015-07-21;02:58;1;['Dr. Rhonda Patrick'];['Health', 'Scientists']
671;2015-07-09;02:35;2;['Brendan Schaub', 'Bryan Callen'];['Actors', 'Comedians', 'Athletes, Fighters, Martial Arts']
670;2015-07-08;02:38;2;['Michael A. Wood', ' Jr.'];['Activists', 'Military, Law Enforcement']
669;2015-07-07;03:06;1;['Joey Diaz'];['Actors', 'Comedians']
668;2015-07-06;02:37;1;['Jon Ronson'];['Writers', 'Filmmakers']
667;2015-07-01;01:57;1;['Kurt Metzger'];['Writers', 'Actors', 'Comedians']
666;2015-06-30;03:03;1;['Duncan Trussell'];['Comedians']
665;2015-06-25;02:42;1;['Neal Brennan'];['Writers', 'Actors', 'Comedians']
664;2015-06-23;03:04;2;['Tom Segura', 'Christina Pazsitzky'];['Comedians']
663;2015-06-22;03:13;1;['Dominic Monaghan'];['Actors']
662;2015-06-18;02:10;1;['Vinny Shoreman'];['Athletes, Fighters, Martial Arts']
661;2015-06-17;03:05;1;['Rutledge Wood'];['Auto, Moto', 'Journalists']
660;2015-06-15;02:58;1;['Jim Florentine'];['Comedians']
659;2015-06-11;03:03;1;['Dean Delray'];['Comedians']
658;2015-06-10;03:08;1;['Greg Fitzsimmons'];['Writers', 'Comedians']
657;2015-06-08;02:38;1;['Corey Knowlton'];['Writers', 'Hunters']
656;2015-06-06;02:06;1;['Bryan Callen'];['Actors', 'Comedians', 'Athletes, Fighters, Martial Arts']
655;2015-06-04;03:10;1;['Kevin Folta'];['Health', 'Food, Nutrition', 'Scientists']
654;2015-05-28;02:38;1;['Rich Vos'];['Comedians']
653;2015-05-27;01:44;1;['Natasha Leggero'];['Actors', 'Comedians']
652;2015-05-25;01:47;1;['Ricky Schroder'];['Actors']
651;2015-05-21;02:46;1;['Jordan Gilbert (c9n0thing)'];['Miscellaneous', 'IT, Game Devs, Programming']
650;2015-05-20;02:42;1;['Nick Curson'];['Athletes, Fighters, Martial Arts']
649;2015-05-18;03:07;1;['Jonathan Gottschall'];['Authors', 'Scientists']
648;2015-05-14;03:10;1;['Adam Scorgie'];['Filmmakers']
647;2015-05-13;02:01;1;['Dom Irrera'];['Comedians']
646;2015-05-11;02:50;2;['Dr. Dan Engle', 'Aubrey Marcus'];['Writers', 'Business']
645;2015-05-07;03:06;1;['Joe Schilling'];['Athletes, Fighters, Martial Arts']
644;2015-05-06;02:38;1;['Brad WIlliams'];['Actors', 'Comedians']
643;2015-05-04;03:08;1;['Big Jay Oakerson'];['Comedians']
642;2015-05-01;03:00;1;['Rich Roll'];['Health', 'Authors', 'Food, Nutrition', 'Athletes, Fighters, Martial Arts']
641;2015-04-29;03:04;1;['Sam Harris'];['Authors', 'Scientists']
640;2015-04-28;02:36;1;['Charles C. Johnson'];['Authors', 'Journalists']
639;2015-04-27;02:16;1;['Greg Proops'];['Comedians']
638;2015-04-23;01:17;1;['Aubrey de Grey'];['Authors', 'Scientists']
637;2015-04-23;02:59;1;['Remi Warren'];['Miscellaneous', 'Hunters', 'Writers']
636;2015-04-20;03:08;1;['Bryan Callen'];['Actors', 'Comedians', 'Athletes, Fighters, Martial Arts']
635;2015-04-16;02:20;1;['Jim Norton'];['Actors', 'Authors', 'Comedians']
634;2015-04-16;02:42;1;['Abby Martin'];['Journalists']
633;2015-04-13;02:10;1;['Alex Winter'];['Actors', 'Filmmakers']
632;2015-04-03;02:22;1;['Les Stroud'];['Musicians', 'Filmmakers']
631;2015-03-27;02:38;1;['Josh Barnett'];['Athletes, Fighters, Martial Arts']
630;2015-03-24;02:19;1;['Duncan Trussell'];['Comedians']
629;2015-03-24;03:04;2;['Andrew Hill', ' PhD'];['Scientists']
628;2015-03-21;03:04;2;['Garry Tonon', 'Eddie Bravo'];['Musicians', 'Athletes, Fighters, Martial Arts']
627;2015-03-19;03:02;1;['Joey Diaz'];['Actors', 'Comedians']
626;2015-03-17;03:07;1;['Trevor Moore'];['Writers', 'Actors', 'Musicians', 'Comedians']
625;2015-03-16;02:16;1;['Steve Maxwell'];['Athletes, Fighters, Martial Arts']
624;2015-03-10;02:43;1;['Tom Segura'];['Comedians']
623;2015-03-09;02:23;1;['Ari Shaffir'];['Comedians']
622;2015-03-09;01:30;1;['Adam Carolla'];['Actors', 'Comedians']
621;2015-03-08;02:56;1;['Aubrey Marcus'];['Writers', 'Business']
620;2015-03-04;02:59;1;['Bert Kreischer'];['Comedians']
619;2015-03-03;03:06;2;['Bryan Callen', 'Brendan Schaub'];['Actors', 'Comedians', 'Athletes, Fighters, Martial Arts']
618;2015-02-25;01:35;1;['Artie Lange'];['Actors', 'Authors', 'Comedians']
617;2015-02-25;02:22;1;['Brian Regan'];['Comedians']
616;2015-02-23;02:57;1;['John Wayne Parr'];['Athletes, Fighters, Martial Arts']
615;2015-02-19;03:02;1;['Greg Fitzsimmons'];['Writers', 'Comedians']
614;2015-02-19;02:07;2;['Christopher Ryan', ' PhD'];['Authors', 'Scientists']
613;2015-02-16;02:37;1;['Ms. Pat'];['Comedians']
612;2015-02-11;02:58;1;['Billy Corben'];['Filmmakers']
611;2015-02-10;03:05;1;['Josh McDermitt'];['Actors', 'Comedians']
610;2015-02-09;02:59;1;['Brian Cox'];['Scientists']
609;2015-02-04;02:30;1;['Tom Papa'];['Writers', 'Actors', 'Authors', 'Comedians']
608;2015-02-04;02:26;1;['Ali Rizvi'];['Health', 'Musicians', 'Writers']
607;2015-02-03;02:48;1;['Joe Schilling'];['Athletes, Fighters, Martial Arts']
606;2015-02-02;03:09;1;['Randall Carlson'];['Miscellaneous', 'Scientists']
605;2015-01-28;02:09;1;['Barry Rothbart'];['Comedians']
604;2015-01-26;02:06;2;['Eddie Huang', 'Randall Park'];['Food, Nutrition']
603;2015-01-26;02:28;1;['Justin Wren'];['Athletes, Fighters, Martial Arts']
602;2015-01-20;02:07;2;['Ari Shaffir', 'Duncan Trussell'];['Comedians']
601;2015-01-14;03:10;1;['Katy Bowman'];['Health', 'Scientists']
600;2015-01-13;02:47;1;['Ari Shaffir'];['Comedians']
599;2015-01-13;02:51;1;['Shane Smith'];['Journalists']
598;2015-01-12;03:07;1;['Joey CoCo Diaz'];['Actors', 'Comedians']
597;2015-01-10;03:01;2;['Magnus Walker', 'Alex Ross'];['Auto, Moto']
596;2015-01-08;03:13;1;['Brian Stann'];['Military, Law Enforcement', 'Athletes, Fighters, Martial Arts']
595;2015-01-06;02:57;1;['Nick DiPaolo'];['Writers', 'Comedians']
594;2014-12-30;03:04;1;['Russell Peters'];['Actors', 'Comedians']
593;2014-12-29;02:36;1;['Josh Fox'];['Activists', 'Filmmakers']
592;2014-12-23;03:05;1;['Bert Kreischer'];['Comedians']
591;2014-12-22;03:00;1;['Kevin Pereira'];['Miscellaneous']
590;2014-12-19;02:57;1;['Ana Kasparian'];['Miscellaneous', 'Journalists']
589;2014-12-18;02:13;1;['Chris Harris'];['Auto, Moto']
588;2014-12-18;02:33;1;['Philip DeFranco'];['Miscellaneous']
587;2014-12-17;02:49;1;['Ron Finley'];['Miscellaneous']
586;2014-12-11;03:00;2;['Tony Hinchcliffe', ' Sara Weinshenk, ' Kimberly Congdon'];['Writers', 'Actors', 'Comedians']
585;2014-12-09;02:59;1;['John Heffron'];['Comedians']
584;2014-12-08;02:57;1;['Zoltan Istvan'];['Miscellaneous', 'Authors', 'Journalists']
583;2014-12-03;01:51;1;['Bill Burr'];['Comedians']
582;2014-12-02;03:11;1;['David Seaman'];['Journalists', 'Politics']
581;2014-12-01;03:08;1;['Andreas Antonopoulos'];['Business', 'IT, Game Devs, Programming']
580;2014-11-26;03:05;2;['Lewis', ' from Unbox Therapy'];['Miscellaneous']
579;2014-11-25;02:48;1;['Rory MacDonald'];['Athletes, Fighters, Martial Arts']
578;2014-11-21;02:54;1;['Peter McGraw'];['Authors', 'Scientists']
577;2014-11-18;02:50;1;['Duncan Trussell'];['Comedians']
576;2014-11-17;03:10;1;['Jim Shockey'];['Writers', 'Hunters']
575;2014-11-13;03:02;1;['Matt Fulchiron'];['Comedians']
574;2014-11-12;02:30;2;['Dr. Mark Gordon', ' Matthew Gosney', 'Jason Hall'];['Health', 'Scientists']
573;2014-11-11;01:54;1;['Daniele Bolelli'];['Actors', 'Scientists', 'Athletes, Fighters, Martial Arts']
572;2014-11-10;03:00;1;['Dom Irrera'];['Comedians']
571;2014-11-10;02:29;1;['Josh Zepps'];['Miscellaneous', 'Actors', 'Politics']
570;2014-10-30;03:11;1;['Ryan Parsons'];['Business', 'Athletes, Fighters, Martial Arts']
569;2014-10-28;02:59;1;['Joe Perry'];['Musicians']
568;2014-10-27;03:09;1;['Dr. Rhonda Patrick'];['Health', 'Scientists']
567;2014-10-24;02:40;1;['Cameron Hanes'];['Hunters', 'Athletes, Fighters, Martial Arts']
566;2014-10-23;01:30;1;['Sue Aikens'];['Miscellaneous']
565;2014-10-23;01:30;1;['Trevor Valle'];['Scientists']
564;2014-10-20;03:07;1;['Sturgill Simpson'];['Musicians']
563;2014-10-16;02:43;1;['David Choe'];['Artists']
562;2014-10-15;02:06;1;['Paul Stanley'];['Musicians']
561;2014-10-14;03:05;1;['Bruce Damer'];['Authors', 'Scientists']
560;2014-10-10;03:01;1;['Anthony Cumia'];['Miscellaneous', 'Comedians']
559;2014-10-10;02:03;1;['Keith Weber'];['Health', 'Athletes, Fighters, Martial Arts']
558;2014-10-10;03:19;1;['Honey Honey'];['Musicians']
557;2014-10-07;03:08;1;['Bryan Callen'];['Actors', 'Comedians', 'Athletes, Fighters, Martial Arts']
556;2014-09-30;03:05;1;['Bryan Callen'];['Actors', 'Comedians', 'Athletes, Fighters, Martial Arts']
555;2014-09-29;03:04;1;['Rory Albanese'];['Writers', 'Comedians']
554;2014-09-24;03:01;1;['W. Kamau Bell'];['Writers', 'Comedians']
553;2014-09-23;03:01;1;['Thaddeus Russell'];['Authors']
552;2014-09-22;03:01;1;['Kid Cudi'];['Actors', 'Musicians']
551;2014-09-18;02:59;1;['Graham Hancock'];['Authors', 'Journalists']
550;2014-09-16;02:35;1;['Rupert Sheldrake'];['Authors', 'Scientists']
549;2014-09-15;02:55;1;['Big Jay Oakerson'];['Comedians']
548;2014-09-11;02:58;1;['Tim Burnett'];['Hunters']
547;2014-09-10;02:50;1;['Joe DeRosa'];['Writers', 'Actors', 'Comedians']
546;2014-09-08;02:59;1;['Mike Dolce'];['Health', 'Athletes, Fighters, Martial Arts']
545;2014-09-04;02:54;1;['Tony Hinchcliffe'];['Writers', 'Actors', 'Comedians']
544;2014-09-03;02:55;1;['Dom Irrera'];['Comedians']
543;2014-09-02;02:59;1;['Sam Harris'];['Authors', 'Scientists']
542;2014-08-28;02:57;1;['Greg Fitzsimmons'];['Writers', 'Comedians']
541;2014-08-27;02:10;1;['Mike Baker'];['Military, Law Enforcement']
540;2014-08-26;02:58;1;['Steven Rinella'];['Authors']
539;2014-08-25;01:58;1;['Cara Santa Maria'];['Writers', 'Journalists', 'Scientists']
538;2014-08-21;02:52;1;['Stefan Molyneux'];['Miscellaneous', 'Politics']
537;2014-08-20;02:50;1;['Rich Vos'];['Comedians']
536;2014-08-18;02:16;1;['Joe Quirk'];['Miscellaneous', 'Authors']
535;2014-08-13;02:52;1;['Scroobius Pip'];['Musicians']
534;2014-08-13;02:54;1;['Robin Black'];['Athletes, Fighters, Martial Arts']
533;2014-08-11;02:52;1;['Chris Elia'];['Writers', 'Actors', 'Comedians']
532;2014-08-06;03:01;1;['Shooter Jennings'];['Musicians']
531;2014-08-05;02:59;1;['Nick Youssef'];['Writers', 'Actors', 'Comedians']
530;2014-08-04;02:50;2;['Vince', 'Emily Horn', ' from Buddhist Geeks'];['Miscellaneous']
529;2014-08-02;02:57;1;['Abby Martin'];['Journalists']
528;2014-07-30;02:57;2;['Michael Stevens', ' from VSauce'];['Miscellaneous']
527;2014-07-29;02:52;1;['Ms. Pat'];['Comedians']
526;2014-07-22;02:58;1;['Isaac Haxton'];['Miscellaneous']
525;2014-07-21;02:46;1;['Bert Kreischer'];['Comedians']
524;2014-07-21;02:57;2;['Rickson Gracie', 'Eddie Bravo'];['Musicians', 'Athletes, Fighters, Martial Arts']
523;2014-07-17;02:42;1;['Jim Norton'];['Actors', 'Authors', 'Comedians']
522;2014-07-17;02:51;1;['CJ Werleman'];['Writers', 'Authors']
