,Time(s),Count,From silence set(%),From signal(%)
395,0.019125,29,0.0,0.0
396,0.032,28,0.0,0.0
397,0.03825,28,0.0,0.0
398,0.0303125,28,0.0,0.0
399,0.0365625,28,0.0,0.0
400,0.021812500000000002,28,0.0,0.0
401,0.0225625,28,0.0,0.0
402,0.02425,28,0.0,0.0
403,0.029125,28,0.0,0.0
404,0.019875,28,0.0,0.0
405,0.024125,28,0.0,0.0
406,0.033125,28,0.0,0.0
407,0.0234375,28,0.0,0.0
408,0.03375,28,0.0,0.0
409,0.0283125,28,0.0,0.0
410,0.019625,28,0.0,0.0
411,0.0395625,28,0.0,0.0
412,0.03275,28,0.0,0.0
413,0.0249375,28,0.0,0.0
414,0.0231875,27,0.0,0.0
415,0.0314375,27,0.0,0.0
416,0.0378125,27,0.0,0.0
417,0.0338125,27,0.0,0.0
418,0.0278125,27,0.0,0.0
419,0.025750000000000002,27,0.0,0.0
420,0.0289375,27,0.0,0.0
421,0.0213125,27,0.0,0.0
422,0.0470625,27,0.0,0.0
423,0.025437500000000002,27,0.0,0.0
424,0.0375625,27,0.0,0.0
425,0.036375,27,0.0,0.0
426,0.041625,27,0.0,0.0
427,0.026125,27,0.0,0.0
428,0.0243125,27,0.0,0.0
429,0.028625,27,0.0,0.0
430,0.0320625,27,0.0,0.0
431,0.035375000000000004,27,0.0,0.0
432,0.023875,27,0.0,0.0
433,0.029312500000000002,27,0.0,0.0
434,0.025375,27,0.0,0.0
435,0.024625,27,0.0,0.0
436,0.0281875,27,0.0,0.0
437,0.0341875,27,0.0,0.0
438,0.025687500000000002,27,0.0,0.0
439,0.0304375,26,0.0,0.0
440,0.02725,26,0.0,0.0
441,0.035687500000000004,26,0.0,0.0
442,0.0238125,26,0.0,0.0
443,0.027375,26,0.0,0.0
444,0.0275,26,0.0,0.0
445,0.0266875,26,0.0,0.0
446,0.032375,26,0.0,0.0
447,0.0316875,26,0.0,0.0
448,0.0329375,26,0.0,0.0
449,0.031375,26,0.0,0.0
450,0.029750000000000002,26,0.0,0.0
451,0.029562500000000002,26,0.0,0.0
452,0.0185625,26,0.0,0.0
453,0.0388125,26,0.0,0.0
454,0.029375000000000002,26,0.0,0.0
455,0.0265625,26,0.0,0.0
456,0.022875,26,0.0,0.0
457,0.0208125,26,0.0,0.0
458,0.04525,26,0.0,0.0
459,0.0386875,26,0.0,0.0
460,0.0345625,26,0.0,0.0
461,0.0319375,25,0.0,0.0
462,0.03075,25,0.0,0.0
463,0.021625000000000002,25,0.0,0.0
464,0.0415625,25,0.0,0.0
465,0.0306875,25,0.0,0.0
466,0.0315625,25,0.0,0.0
467,0.031125,25,0.0,0.0
468,0.0428125,25,0.0,0.0
469,0.0465625,25,0.0,0.0
470,0.0190625,25,0.0,0.0
471,0.0230625,25,0.0,0.0
472,0.0274375,25,0.0,0.0
473,0.0225,25,0.0,0.0
474,0.0228125,25,0.0,0.0
475,0.029875000000000002,25,0.0,0.0
476,0.021500000000000002,25,0.0,0.0
477,0.0371875,25,0.0,0.0
478,0.0199375,25,0.0,0.0
479,0.040125,25,0.0,0.0
480,0.0361875,25,0.0,0.0
481,0.0403125,25,0.0,0.0
482,0.0276875,25,0.0,0.0
483,0.0263125,25,0.0,0.0
484,0.035875000000000004,25,0.0,0.0
485,0.029687500000000002,25,0.0,0.0
486,0.03125,25,0.0,0.0
487,0.0271875,25,0.0,0.0
488,0.0269375,24,0.0,0.0
489,0.0394375,24,0.0,0.0
490,0.0273125,24,0.0,0.0
491,0.03025,24,0.0,0.0
492,0.026625,24,0.0,0.0
493,0.036125,24,0.0,0.0
494,0.0429375,24,0.0,0.0
495,0.0343125,24,0.0,0.0
496,0.025937500000000002,24,0.0,0.0
497,0.0381875,24,0.0,0.0
498,0.043812500000000004,24,0.0,0.0
499,0.031625,24,0.0,0.0
500,0.023,24,0.0,0.0
501,0.029625000000000002,24,0.0,0.0
502,0.039625,24,0.0,0.0
503,0.0268125,24,0.0,0.0
504,0.041375,24,0.0,0.0
505,0.024,24,0.0,0.0
506,0.0214375,24,0.0,0.0
507,0.0545,24,0.0,0.0
508,0.0425,24,0.0,0.0
509,0.0389375,24,0.0,0.0
510,0.0574375,24,0.0,0.0
511,0.0409375,24,0.0,0.0
512,0.04575,24,0.0,0.0
513,0.038875,24,0.0,0.0
514,0.0414375,23,0.0,0.0
515,0.0475625,23,0.0,0.0
516,0.0321875,23,0.0,0.0
517,0.045125,23,0.0,0.0
518,0.021125,23,0.0,0.0
519,0.0279375,23,0.0,0.0
520,0.043562500000000004,23,0.0,0.0
521,0.029812500000000002,23,0.0,0.0
522,0.057375,23,0.0,0.0
523,0.0253125,23,0.0,0.0
524,0.030875,23,0.0,0.0
525,0.0445625,23,0.0,0.0
526,0.025875000000000002,23,0.0,0.0
527,0.0290625,23,0.0,0.0
528,0.034875,23,0.0,0.0
529,0.03975,23,0.0,0.0
530,0.04975,23,0.0,0.0
531,0.025,23,0.0,0.0
532,0.0454375,23,0.0,0.0
533,0.0291875,23,0.0,0.0
534,0.0370625,23,0.0,0.0
535,0.0348125,23,0.0,0.0
536,0.0425625,23,0.0,0.0
537,0.0318125,23,0.0,0.0
538,0.0346875,23,0.0,0.0
539,0.0399375,22,0.0,0.0
540,0.025125,22,0.0,0.0
541,0.022375,22,0.0,0.0
542,0.035500000000000004,22,0.0,0.0
543,0.0473125,22,0.0,0.0
544,0.04425,22,0.0,0.0
545,0.0411875,22,0.0,0.0
546,0.0336875,22,0.0,0.0
547,0.0383125,22,0.0,0.0
548,0.0305,22,0.0,0.0
549,0.0444375,22,0.0,0.0
550,0.0369375,22,0.0,0.0
551,0.035562500000000004,22,0.0,0.0
552,0.04025,22,0.0,0.0
553,0.02225,22,0.0,0.0
554,0.032125,22,0.0,0.0
555,0.039,22,0.0,0.0
556,0.0384375,22,0.0,0.0
557,0.033375,22,0.0,0.0
558,0.057,22,0.0,0.0
559,0.043125000000000004,22,0.0,0.0
560,0.026375,22,0.0,0.0
561,0.0476875,22,0.0,0.0
562,0.0368125,22,0.0,0.0
563,0.03725,22,0.0,0.0
564,0.04,22,0.0,0.0
565,0.036875,22,0.0,0.0
566,0.02675,22,0.0,0.0
567,0.0395,22,0.0,0.0
568,0.043062500000000004,22,0.0,0.0
569,0.03,21,0.0,0.0
570,0.04725,21,0.0,0.0
571,0.0421875,21,0.0,0.0
572,0.0463125,21,0.0,0.0
573,0.038,21,0.0,0.0
574,0.041,21,0.0,0.0
575,0.03625,21,0.0,0.0
576,0.038375,21,0.0,0.0
577,0.051625000000000004,21,0.0,0.0
578,0.0285,21,0.0,0.0
579,0.045,21,0.0,0.0
580,0.0285625,21,0.0,0.0
581,0.038625,21,0.0,0.0
582,0.052875,21,0.0,0.0
583,0.0309375,21,0.0,0.0
584,0.0405,21,0.0,0.0
585,0.055,21,0.0,0.0
586,0.0393125,21,0.0,0.0
587,0.050125,21,0.0,0.0
588,0.037125,21,0.0,0.0
589,0.0498125,21,0.0,0.0
590,0.0493125,21,0.0,0.0
591,0.035,21,0.0,0.0
592,0.0344375,21,0.0,0.0
593,0.035312500000000004,21,0.0,0.0
594,0.028,21,0.0,0.0
595,0.0280625,21,0.0,0.0
596,0.0226875,21,0.0,0.0
597,0.0475,21,0.0,0.0
598,0.047125,21,0.0,0.0
599,0.0326875,21,0.0,0.0
600,0.058875000000000004,21,0.0,0.0
601,0.0379375,21,0.0,0.0
602,0.034375,21,0.0,0.0
603,0.040375,21,0.0,0.0
604,0.0401875,21,0.0,0.0
605,0.0453125,20,0.0,0.0
606,0.049125,20,0.0,0.0
607,0.059875000000000005,20,0.0,0.0
608,0.06025,20,0.0,0.0
609,0.0313125,20,0.0,0.0
610,0.051250000000000004,20,0.0,0.0
611,0.03875,20,0.0,0.0
612,0.0396875,20,0.0,0.0
613,0.037375,20,0.0,0.0
614,0.0461875,20,0.0,0.0
615,0.0250625,20,0.0,0.0
616,0.0236875,20,0.0,0.0
617,0.0311875,20,0.0,0.0
618,0.0404375,20,0.0,0.0
619,0.0534375,20,0.0,0.0
620,0.038125,20,0.0,0.0
621,0.025812500000000002,20,0.0,0.0
622,0.034625,20,0.0,0.0
623,0.0328125,20,0.0,0.0
624,0.0569375,20,0.0,0.0
625,0.033875,20,0.0,0.0
626,0.0340625,20,0.0,0.0
627,0.030375,20,0.0,0.0
628,0.0455,20,0.0,0.0
629,0.027875,20,0.0,0.0
630,0.047,20,0.0,0.0
631,0.04475,20,0.0,0.0
632,0.0471875,20,0.0,0.0
633,0.02625,20,0.0,0.0
634,0.056,20,0.0,0.0
635,0.040875,20,0.0,0.0
636,0.027125,20,0.0,0.0
637,0.039375,20,0.0,0.0
638,0.0315,20,0.0,0.0
639,0.03325,20,0.0,0.0
640,0.035812500000000004,20,0.0,0.0
641,0.0406875,20,0.0,0.0
642,0.042625,20,0.0,0.0
643,0.0450625,20,0.0,0.0
644,0.048125,19,0.0,0.0
645,0.043875000000000004,19,0.0,0.0
646,0.047625,19,0.0,0.0
647,0.0365,19,0.0,0.0
648,0.0440625,19,0.0,0.0
649,0.0323125,19,0.0,0.0
650,0.033625,19,0.0,0.0
651,0.025625000000000002,19,0.0,0.0
652,0.0465,19,0.0,0.0
653,0.0479375,19,0.0,0.0
654,0.0391875,19,0.0,0.0
655,0.043500000000000004,19,0.0,0.0
656,0.022125,19,0.0,0.0
657,0.02475,19,0.0,0.0
658,0.0426875,19,0.0,0.0
659,0.02925,19,0.0,0.0
660,0.04275,19,0.0,0.0
661,0.0441875,19,0.0,0.0
662,0.0554375,19,0.0,0.0
663,0.0301875,19,0.0,0.0
664,0.0575,19,0.0,0.0
665,0.0350625,19,0.0,0.0
666,0.0334375,19,0.0,0.0
667,0.0456875,19,0.0,0.0
668,0.0468125,19,0.0,0.0
669,0.0265,19,0.0,0.0
670,0.035437500000000004,19,0.0,0.0
671,0.0366875,19,0.0,0.0
672,0.035625000000000004,19,0.0,0.0
673,0.031875,19,0.0,0.0
674,0.06375,19,0.0,0.0
675,0.0251875,19,0.0,0.0
676,0.04225,19,0.0,0.0
677,0.03925,19,0.0,0.0
678,0.0325625,18,0.0,0.0
679,0.0286875,18,0.0,0.0
680,0.0380625,18,0.0,0.0
681,0.0484375,18,0.0,0.0
682,0.0385625,18,0.0,0.0
683,0.0458125,18,0.0,0.0
684,0.0459375,18,0.0,0.0
685,0.029500000000000002,18,0.0,0.0
686,0.0420625,18,0.0,0.0
687,0.029937500000000002,18,0.0,0.0
688,0.043375000000000004,18,0.0,0.0
689,0.0495625,18,0.0,0.0
690,0.031,18,0.0,0.0
691,0.0469375,18,0.0,0.0
692,0.0331875,18,0.0,0.0
693,0.0544375,18,0.0,0.0
694,0.02775,18,0.0,0.0
695,0.034,18,0.0,0.0
696,0.059312500000000004,18,0.0,0.0
697,0.0523125,18,0.0,0.0
698,0.028375,18,0.0,0.0
699,0.04825,18,0.0,0.0
700,0.041875,18,0.0,0.0
701,0.043625000000000004,18,0.0,0.0
702,0.043750000000000004,18,0.0,0.0
703,0.027625,18,0.0,0.0
704,0.03175,18,0.0,0.0
705,0.029437500000000002,18,0.0,0.0
706,0.03775,18,0.0,0.0
707,0.048375,18,0.0,0.0
708,0.0308125,18,0.0,0.0
709,0.046875,18,0.0,0.0
710,0.035125,18,0.0,0.0
711,0.043187500000000004,18,0.0,0.0
712,0.0423125,18,0.0,0.0
713,0.036625,18,0.0,0.0
714,0.052625,18,0.0,0.0
715,0.0349375,18,0.0,0.0
716,0.0445,18,0.0,0.0
717,0.043687500000000004,18,0.0,0.0
718,0.0449375,18,0.0,0.0
719,0.0375,18,0.0,0.0
720,0.0333125,18,0.0,0.0
721,0.0455625,18,0.0,0.0
722,0.0374375,18,0.0,0.0
723,0.059187500000000004,18,0.0,0.0
724,0.034125,18,0.0,0.0
725,0.0300625,17,0.0,0.0
726,0.0305625,17,0.0,0.0
727,0.05025,17,0.0,0.0
728,0.023375,17,0.0,0.0
729,0.043937500000000004,17,0.0,0.0
730,0.047375,17,0.0,0.0
731,0.0400625,17,0.0,0.0
732,0.0555,17,0.0,0.0
733,0.0564375,17,0.0,0.0
734,0.043437500000000004,17,0.0,0.0
735,0.032875,17,0.0,0.0
736,0.054375,17,0.0,0.0
737,0.04875,17,0.0,0.0
738,0.0490625,17,0.0,0.0
739,0.0561875,17,0.0,0.0
740,0.061,17,0.0,0.0
741,0.048625,17,0.0,0.0
742,0.02875,17,0.0,0.0
743,0.051375000000000004,17,0.0,0.0
744,0.049625,17,0.0,0.0
745,0.0608125,17,0.0,0.0
746,0.0310625,17,0.0,0.0
747,0.05075,17,0.0,0.0
748,0.044375,17,0.0,0.0
749,0.052000000000000005,17,0.0,0.0
750,0.0415,17,0.0,0.0
751,0.0464375,17,0.0,0.0
752,0.051187500000000004,17,0.0,0.0
753,0.0529375,17,0.0,0.0
754,0.035250000000000004,16,0.0,0.0
755,0.0360625,16,0.0,0.0
756,0.051562500000000004,16,0.0,0.0
757,0.060125,16,0.0,0.0
758,0.0524375,16,0.0,0.0
759,0.049,16,0.0,0.0
760,0.0335625,16,0.0,0.0
761,0.06318750000000001,16,0.0,0.0
762,0.02825,16,0.0,0.0
763,0.05,16,0.0,0.0
764,0.0500625,16,0.0,0.0
765,0.0446875,16,0.0,0.0
766,0.049375,16,0.0,0.0
767,0.0483125,16,0.0,0.0
768,0.0410625,16,0.0,0.0
769,0.053125,16,0.0,0.0
770,0.051125000000000004,16,0.0,0.0
