,Time(s),Count,From silence set(%),From signal(%)
771,0.0549375,16,0.0,0.0
772,0.039875,16,0.0,0.0
773,0.0448125,16,0.0,0.0
774,0.063,16,0.0,0.0
775,0.053375,16,0.0,0.0
776,0.0504375,16,0.0,0.0
777,0.027,16,0.0,0.0
778,0.0485,16,0.0,0.0
779,0.0533125,16,0.0,0.0
780,0.0525,16,0.0,0.0
781,0.045375,16,0.0,0.0
782,0.0485625,16,0.0,0.0
783,0.045625,16,0.0,0.0
784,0.050625,16,0.0,0.0
785,0.048,16,0.0,0.0
786,0.0548125,16,0.0,0.0
787,0.03425,16,0.0,0.0
788,0.035937500000000004,16,0.0,0.0
789,0.0418125,16,0.0,0.0
790,0.03475,16,0.0,0.0
791,0.0496875,16,0.0,0.0
792,0.0659375,16,0.0,0.0
793,0.04075,16,0.0,0.0
794,0.0408125,16,0.0,0.0
795,0.0398125,16,0.0,0.0
796,0.053875,16,0.0,0.0
797,0.058625000000000003,16,0.0,0.0
798,0.0419375,16,0.0,0.0
799,0.0528125,16,0.0,0.0
800,0.0658125,16,0.0,0.0
801,0.051750000000000004,16,0.0,0.0
802,0.0335,16,0.0,0.0
803,0.061625,15,0.0,0.0
804,0.0495,15,0.0,0.0
805,0.029,15,0.0,0.0
806,0.0578125,15,0.0,0.0
807,0.05825,15,0.0,0.0
808,0.037625,15,0.0,0.0
809,0.065875,15,0.0,0.0
810,0.0556875,15,0.0,0.0
811,0.043000000000000003,15,0.0,0.0
812,0.0555625,15,0.0,0.0
813,0.0233125,15,0.0,0.0
814,0.0570625,15,0.0,0.0
815,0.0505625,15,0.0,0.0
816,0.051312500000000004,15,0.0,0.0
817,0.03225,15,0.0,0.0
818,0.051000000000000004,15,0.0,0.0
819,0.056125,15,0.0,0.0
820,0.0505,15,0.0,0.0
821,0.052125,15,0.0,0.0
822,0.0405625,15,0.0,0.0
823,0.0474375,15,0.0,0.0
824,0.039125,15,0.0,0.0
825,0.0550625,15,0.0,0.0
826,0.0565625,15,0.0,0.0
827,0.0488125,15,0.0,0.0
828,0.04675,15,0.0,0.0
829,0.044125,15,0.0,0.0
830,0.037875,15,0.0,0.0
831,0.0373125,15,0.0,0.0
832,0.0491875,14,0.0,0.0
833,0.0560625,14,0.0,0.0
834,0.06475,14,0.0,0.0
835,0.0489375,14,0.0,0.0
836,0.032625,14,0.0,0.0
837,0.062625,14,0.0,0.0
838,0.059250000000000004,14,0.0,0.0
839,0.0579375,14,0.0,0.0
840,0.063875,14,0.0,0.0
841,0.044875,14,0.0,0.0
842,0.042,14,0.0,0.0
843,0.051812500000000004,14,0.0,0.0
844,0.0729375,14,0.0,0.0
845,0.0558125,14,0.0,0.0
846,0.07100000000000001,14,0.0,0.0
847,0.0573125,14,0.0,0.0
848,0.0541875,14,0.0,0.0
849,0.042375,14,0.0,0.0
850,0.0503125,14,0.0,0.0
851,0.06175,14,0.0,0.0
852,0.0499375,14,0.0,0.0
853,0.057875,14,0.0,0.0
854,0.059125000000000004,14,0.0,0.0
855,0.06125,14,0.0,0.0
856,0.0681875,14,0.0,0.0
857,0.0480625,14,0.0,0.0
858,0.058,14,0.0,0.0
859,0.0654375,14,0.0,0.0
860,0.05275,14,0.0,0.0
861,0.0390625,14,0.0,0.0
862,0.06075,14,0.0,0.0
863,0.053,14,0.0,0.0
864,0.054625,14,0.0,0.0
865,0.03675,14,0.0,0.0
866,0.055375,13,0.0,0.0
867,0.042875,13,0.0,0.0
868,0.05375,13,0.0,0.0
869,0.06368750000000001,13,0.0,0.0
870,0.046125,13,0.0,0.0
871,0.0625,13,0.0,0.0
872,0.0520625,13,0.0,0.0
873,0.05425,13,0.0,0.0
874,0.0530625,13,0.0,0.0
875,0.062375,13,0.0,0.0
876,0.063125,13,0.0,0.0
877,0.0618125,13,0.0,0.0
878,0.0466875,13,0.0,0.0
879,0.058937500000000004,13,0.0,0.0
880,0.0650625,13,0.0,0.0
881,0.0660625,13,0.0,0.0
882,0.051687500000000004,13,0.0,0.0
883,0.04775,13,0.0,0.0
884,0.05625,13,0.0,0.0
885,0.0339375,13,0.0,0.0
886,0.06331250000000001,13,0.0,0.0
887,0.0506875,13,0.0,0.0
888,0.048875,13,0.0,0.0
889,0.057125,13,0.0,0.0
890,0.0761875,13,0.0,0.0
891,0.044625,13,0.0,0.0
892,0.0656875,13,0.0,0.0
893,0.0559375,13,0.0,0.0
894,0.0716875,13,0.0,0.0
895,0.04625,13,0.0,0.0
896,0.0376875,13,0.0,0.0
897,0.0545625,12,0.0,0.0
898,0.0619375,12,0.0,0.0
899,0.046,12,0.0,0.0
900,0.0585625,12,0.0,0.0
901,0.057625,12,0.0,0.0
902,0.049875,12,0.0,0.0
903,0.066375,12,0.0,0.0
904,0.0451875,12,0.0,0.0
905,0.0566875,12,0.0,0.0
906,0.054,12,0.0,0.0
907,0.060875,12,0.0,0.0
908,0.0611875,12,0.0,0.0
909,0.06281250000000001,12,0.0,0.0
910,0.05575,12,0.0,0.0
911,0.059625000000000004,12,0.0,0.0
912,0.0655,12,0.0,0.0
913,0.08750000000000001,12,0.0,0.0
914,0.05525,12,0.0,0.0
915,0.044,12,0.0,0.0
916,0.0646875,12,0.0,0.0
917,0.062,12,0.0,0.0
918,0.0521875,12,0.0,0.0
919,0.0764375,12,0.0,0.0
920,0.047875,12,0.0,0.0
921,0.0284375,12,0.0,0.0
922,0.0600625,12,0.0,0.0
923,0.07725,12,0.0,0.0
924,0.069375,12,0.0,0.0
925,0.05775,12,0.0,0.0
926,0.0481875,12,0.0,0.0
927,0.054125,12,0.0,0.0
928,0.0731875,12,0.0,0.0
929,0.06256250000000001,12,0.0,0.0
930,0.0543125,12,0.0,0.0
931,0.060625,12,0.0,0.0
932,0.0580625,12,0.0,0.0
933,0.051062500000000004,12,0.0,0.0
934,0.078,11,0.0,0.0
935,0.0620625,11,0.0,0.0
936,0.07,11,0.0,0.0
937,0.0705625,11,0.0,0.0
938,0.07175000000000001,11,0.0,0.0
939,0.07993750000000001,11,0.0,0.0
940,0.0745,11,0.0,0.0
941,0.069125,11,0.0,0.0
942,0.05225,11,0.0,0.0
943,0.080875,11,0.0,0.0
944,0.06343750000000001,11,0.0,0.0
945,0.05725,11,0.0,0.0
946,0.06381250000000001,11,0.0,0.0
947,0.050875000000000004,11,0.0,0.0
948,0.075125,11,0.0,0.0
949,0.059437500000000004,11,0.0,0.0
950,0.060375,11,0.0,0.0
951,0.07050000000000001,11,0.0,0.0
952,0.0531875,11,0.0,0.0
953,0.055875,11,0.0,0.0
954,0.046375,11,0.0,0.0
955,0.0704375,11,0.0,0.0
956,0.0710625,11,0.0,0.0
957,0.059750000000000004,11,0.0,0.0
958,0.0751875,11,0.0,0.0
959,0.072375,11,0.0,0.0
960,0.08725000000000001,11,0.0,0.0
961,0.061875,11,0.0,0.0
962,0.059500000000000004,11,0.0,0.0
963,0.0643125,11,0.0,0.0
964,0.068,11,0.0,0.0
965,0.050937500000000004,11,0.0,0.0
966,0.0538125,11,0.0,0.0
967,0.046625,11,0.0,0.0
968,0.0460625,11,0.0,0.0
969,0.05475,11,0.0,0.0
970,0.045875,11,0.0,0.0
971,0.053625,11,0.0,0.0
972,0.055125,11,0.0,0.0
973,0.0680625,11,0.0,0.0
974,0.0714375,11,0.0,0.0
975,0.05675,11,0.0,0.0
976,0.0613125,11,0.0,0.0
977,0.0584375,11,0.0,0.0
978,0.067,11,0.0,0.0
979,0.0551875,11,0.0,0.0
980,0.0724375,11,0.0,0.0
981,0.07525,11,0.0,0.0
982,0.0539375,10,0.0,0.0
983,0.0546875,10,0.0,0.0
984,0.067625,10,0.0,0.0
985,0.043312500000000004,10,0.0,0.0
986,0.068125,10,0.0,0.0
987,0.058812500000000004,10,0.0,0.0
988,0.0908125,10,0.0,0.0
989,0.0416875,10,0.0,0.0
990,0.07325,10,0.0,0.0
991,0.058750000000000004,10,0.0,0.0
992,0.0700625,10,0.0,0.0
993,0.07125000000000001,10,0.0,0.0
994,0.052375,10,0.0,0.0
995,0.042125,10,0.0,0.0
996,0.0666875,10,0.0,0.0
997,0.056875,10,0.0,0.0
998,0.051875000000000004,10,0.0,0.0
999,0.0674375,10,0.0,0.0
1000,0.0610625,10,0.0,0.0
1001,0.0648125,10,0.0,0.0
1002,0.081,10,0.0,0.0
1003,0.0640625,10,0.0,0.0
1004,0.043250000000000004,10,0.0,0.0
1005,0.0486875,10,0.0,0.0
1006,0.0535625,10,0.0,0.0
1007,0.0553125,10,0.0,0.0
1008,0.055625,10,0.0,0.0
1009,0.0609375,10,0.0,0.0
1010,0.0494375,10,0.0,0.0
1011,0.063375,10,0.0,0.0
1012,0.051937500000000004,10,0.0,0.0
1013,0.06575,10,0.0,0.0
1014,0.0535,10,0.0,0.0
1015,0.0525625,10,0.0,0.0
1016,0.051500000000000004,10,0.0,0.0
1017,0.054875,10,0.0,0.0
1018,0.07906250000000001,10,0.0,0.0
1019,0.07475,10,0.0,0.0
1020,0.059937500000000005,10,0.0,0.0
1021,0.0726875,10,0.0,0.0
1022,0.04925,10,0.0,0.0
1023,0.07575,10,0.0,0.0
1024,0.0424375,10,0.0,0.0
1025,0.0606875,10,0.0,0.0
1026,0.0540625,10,0.0,0.0
1027,0.075375,10,0.0,0.0
1028,0.056375,10,0.0,0.0
1029,0.041125,10,0.0,0.0
1030,0.077375,10,0.0,0.0
1031,0.0743125,9,0.0,0.0
1032,0.0733125,9,0.0,0.0
1033,0.07187500000000001,9,0.0,0.0
1034,0.0653125,9,0.0,0.0
1035,0.0780625,9,0.0,0.0
1036,0.05325,9,0.0,0.0
1037,0.0706875,9,0.0,0.0
1038,0.07162500000000001,9,0.0,0.0
1039,0.0894375,9,0.0,0.0
1040,0.050812500000000003,9,0.0,0.0
1041,0.0779375,9,0.0,0.0
1042,0.0563125,9,0.0,0.0
1043,0.0605,9,0.0,0.0
1044,0.0708125,9,0.0,0.0
1045,0.0720625,9,0.0,0.0
1046,0.06425,9,0.0,0.0
1047,0.08275,9,0.0,0.0
1048,0.0623125,9,0.0,0.0
1049,0.0818125,9,0.0,0.0
1050,0.07037500000000001,9,0.0,0.0
1051,0.1020625,9,0.0,0.0
1052,0.064375,9,0.0,0.0
1053,0.065125,9,0.0,0.0
1054,0.0835625,9,0.0,0.0
1055,0.0698125,9,0.0,0.0
1056,0.0576875,9,0.0,0.0
1057,0.051437500000000004,9,0.0,0.0
1058,0.0651875,9,0.0,0.0
1059,0.091375,9,0.0,0.0
1060,0.0703125,9,0.0,0.0
1061,0.037,9,0.0,0.0
1062,0.0713125,9,0.0,0.0
1063,0.074,9,0.0,0.0
1064,0.0775625,9,0.0,0.0
1065,0.0645625,9,0.0,0.0
1066,0.07150000000000001,9,0.0,0.0
1067,0.0526875,9,0.0,0.0
1068,0.061125,9,0.0,0.0
1069,0.050375,9,0.0,0.0
1070,0.056625,9,0.0,0.0
1071,0.0685,9,0.0,0.0
1072,0.0683125,9,0.0,0.0
1073,0.07881250000000001,9,0.0,0.0
1074,0.0605625,9,0.0,0.0
1075,0.0709375,9,0.0,0.0
1076,0.0571875,9,0.0,0.0
1077,0.06393750000000001,9,0.0,0.0
1078,0.072125,9,0.0,0.0
1079,0.07087500000000001,9,0.0,0.0
1080,0.0695,9,0.0,0.0
1081,0.0686875,9,0.0,0.0
1082,0.0693125,9,0.0,0.0
1083,0.0778125,9,0.0,0.0
1084,0.06725,9,0.0,0.0
1085,0.068375,9,0.0,0.0
1086,0.06925,9,0.0,0.0
1087,0.079625,9,0.0,0.0
1088,0.076625,9,0.0,0.0
1089,0.0670625,9,0.0,0.0
1090,0.06,9,0.0,0.0
1091,0.067125,9,0.0,0.0
1092,0.0655625,9,0.0,0.0
1093,0.0565,9,0.0,0.0
1094,0.0621875,9,0.0,0.0
1095,0.06875,9,0.0,0.0
1096,0.0765,9,0.0,0.0
1097,0.0603125,9,0.0,0.0
1098,0.0746875,9,0.0,0.0
1099,0.064875,9,0.0,0.0
1100,0.0863125,8,0.0,0.0
1101,0.0649375,8,0.0,0.0
1102,0.074625,8,0.0,0.0
1103,0.0853125,8,0.0,0.0
1104,0.079875,8,0.0,0.0
1105,0.0755,8,0.0,0.0
1106,0.0884375,8,0.0,0.0
1107,0.07943750000000001,8,0.0,0.0
1108,0.07925,8,0.0,0.0
1109,0.0759375,8,0.0,0.0
1110,0.06525,8,0.0,0.0
1111,0.0645,8,0.0,0.0
1112,0.0675,8,0.0,0.0
1113,0.06356250000000001,8,0.0,0.0
1114,0.0678125,8,0.0,0.0
1115,0.095625,8,0.0,0.0
1116,0.0739375,8,0.0,0.0
1117,0.066875,8,0.0,0.0
1118,0.0575625,8,0.0,0.0
1119,0.07075000000000001,8,0.0,0.0
1120,0.0679375,8,0.0,0.0
1121,0.0869375,8,0.0,0.0
1122,0.0855625,8,0.0,0.0
1123,0.065375,8,0.0,0.0
1124,0.0885,8,0.0,0.0
1125,0.073125,8,0.0,0.0
1126,0.061375,8,0.0,0.0
1127,0.077,8,0.0,0.0
1128,0.06268750000000001,8,0.0,0.0
1129,0.0536875,8,0.0,0.0
1130,0.065625,8,0.0,0.0
1131,0.07200000000000001,8,0.0,0.0
1132,0.067375,8,0.0,0.0
1133,0.0581875,8,0.0,0.0
1134,0.0985625,8,0.0,0.0
1135,0.0810625,8,0.0,0.0
1136,0.068625,8,0.0,0.0
1137,0.0568125,8,0.0,0.0
1138,0.058125,8,0.0,0.0
1139,0.0668125,8,0.0,0.0
1140,0.0750625,8,0.0,0.0
1141,0.064125,8,0.0,0.0
1142,0.08525,8,0.0,0.0
1143,0.0616875,8,0.0,0.0
1144,0.0669375,8,0.0,0.0
1145,0.0769375,8,0.0,0.0
1146,0.064625,8,0.0,0.0
1147,0.0664375,8,0.0,0.0
1148,0.088875,8,0.0,0.0
1149,0.0699375,8,0.0,0.0
1150,0.066625,8,0.0,0.0
1151,0.084375,8,0.0,0.0
1152,0.06306250000000001,8,0.0,0.0
1153,0.0691875,8,0.0,0.0
1154,0.079,8,0.0,0.0
1155,0.059812500000000005,8,0.0,0.0
1156,0.06275,8,0.0,0.0
1157,0.08375,8,0.0,0.0
1158,0.0744375,7,0.0,0.0
1159,0.0635,7,0.0,0.0
1160,0.0663125,7,0.0,0.0
1161,0.0694375,7,0.0,0.0
1162,0.069625,7,0.0,0.0
1163,0.0833125,7,0.0,0.0
1164,0.0851875,7,0.0,0.0
1165,0.0930625,7,0.0,0.0
1166,0.0805,7,0.0,0.0
1167,0.09556250000000001,7,0.0,0.0
1168,0.078625,7,0.0,0.0
1169,0.0715625,7,0.0,0.0
1170,0.085375,7,0.0,0.0
1171,0.075,7,0.0,0.0
1172,0.070125,7,0.0,0.0
1173,0.06775,7,0.0,0.0
1174,0.0614375,7,0.0,0.0
1175,0.058687500000000004,7,0.0,0.0
1176,0.065,7,0.0,0.0
1177,0.07981250000000001,7,0.0,0.0
1178,0.0923125,7,0.0,0.0
1179,0.0921875,7,0.0,0.0
1180,0.0844375,7,0.0,0.0
1181,0.079375,7,0.0,0.0
1182,0.0641875,7,0.0,0.0
1183,0.0845,7,0.0,0.0
1184,0.0965625,7,0.0,0.0
1185,0.07975,7,0.0,0.0
1186,0.0975,7,0.0,0.0
1187,0.07918750000000001,7,0.0,0.0
1188,0.0828125,7,0.0,0.0
1189,0.08625000000000001,7,0.0,0.0
1190,0.07062500000000001,7,0.0,0.0
1191,0.07775,7,0.0,0.0
1192,0.0763125,7,0.0,0.0
1193,0.0723125,7,0.0,0.0
1194,0.0615,7,0.0,0.0
1195,0.0615625,7,0.0,0.0
1196,0.0721875,7,0.0,0.0
1197,0.07375,7,0.0,0.0
1198,0.0805625,7,0.0,0.0
1199,0.0841875,7,0.0,0.0
1200,0.059562500000000004,7,0.0,0.0
1201,0.09431250000000001,7,0.0,0.0
1202,0.0748125,7,0.0,0.0
1203,0.07843750000000001,7,0.0,0.0
1204,0.06293750000000001,7,0.0,0.0
1205,0.0811875,7,0.0,0.0
1206,0.0624375,7,0.0,0.0
1207,0.0978125,7,0.0,0.0
1208,0.0673125,7,0.0,0.0
1209,0.0875625,7,0.0,0.0
1210,0.073,7,0.0,0.0
1211,0.0836875,7,0.0,0.0
1212,0.06975,7,0.0,0.0
1213,0.0815625,7,0.0,0.0
1214,0.068875,7,0.0,0.0
1215,0.064,7,0.0,0.0
1216,0.0730625,7,0.0,0.0
1217,0.07137500000000001,7,0.0,0.0
1218,0.0736875,7,0.0,0.0
1219,0.0803125,7,0.0,0.0
1220,0.0925,7,0.0,0.0
1221,0.063625,7,0.0,0.0
1222,0.0776875,7,0.0,0.0
1223,0.07831250000000001,7,0.0,0.0
1224,0.0830625,7,0.0,0.0
1225,0.0819375,7,0.0,0.0
1226,0.0665,7,0.0,0.0
1227,0.0684375,7,0.0,0.0
1228,0.07868750000000001,7,0.0,0.0
1229,0.073625,7,0.0,0.0
1230,0.0755625,7,0.0,0.0
1231,0.0675625,7,0.0,0.0
1232,0.0644375,7,0.0,0.0
1233,0.059375000000000004,6,0.0,0.0
1234,0.0843125,6,0.0,0.0
1235,0.0855,6,0.0,0.0
1236,0.088375,6,0.0,0.0
1237,0.09581250000000001,6,0.0,0.0
1238,0.0585,6,0.0,0.0
1239,0.089625,6,0.0,0.0
1240,0.0891875,6,0.0,0.0
1241,0.0738125,6,0.0,0.0
1242,0.082125,6,0.0,0.0
1243,0.0848125,6,0.0,0.0
1244,0.10125,6,0.0,0.0
1245,0.0910625,6,0.0,0.0
1246,0.0604375,6,0.0,0.0
1247,0.0868125,6,0.0,0.0
1248,0.07025,6,0.0,0.0
1249,0.085,6,0.0,0.0
1250,0.078125,6,0.0,0.0
1251,0.097,6,0.0,0.0
1252,0.082375,6,0.0,0.0
1253,0.10775,6,0.0,0.0
1254,0.07112500000000001,6,0.0,0.0
1255,0.088125,6,0.0,0.0
1256,0.0740625,6,0.0,0.0
1257,0.07625,6,0.0,0.0
1258,0.112875,6,0.0,0.0
1259,0.084125,6,0.0,0.0
1260,0.088625,6,0.0,0.0
1261,0.08575,6,0.0,0.0
1262,0.077625,6,0.0,0.0
1263,0.1276875,6,0.0,0.0
1264,0.0971875,6,0.0,0.0
1265,0.0690625,6,0.0,0.0
1266,0.1010625,6,0.0,0.0
1267,0.0689375,6,0.0,0.0
1268,0.0883125,6,0.0,0.0
1269,0.091125,6,0.0,0.0
1270,0.0849375,6,0.0,0.0
1271,0.083625,6,0.0,0.0
1272,0.083125,6,0.0,0.0
1273,0.090125,6,0.0,0.0
1274,0.0601875,6,0.0,0.0
1275,0.0766875,6,0.0,0.0
1276,0.076125,6,0.0,0.0
1277,0.1011875,6,0.0,0.0
1278,0.085875,6,0.0,0.0
1279,0.0745625,6,0.0,0.0
1280,0.0860625,6,0.0,0.0
1281,0.07425,6,0.0,0.0
1282,0.1,6,0.0,0.0
1283,0.0728125,6,0.0,0.0
1284,0.0756875,6,0.0,0.0
1285,0.0895,6,0.0,0.0
1286,0.080125,6,0.0,0.0
1287,0.06225,6,0.0,0.0
1288,0.06675,6,0.0,0.0
1289,0.0671875,6,0.0,0.0
1290,0.11862500000000001,6,0.0,0.0
1291,0.0880625,6,0.0,0.0
1292,0.082625,6,0.0,0.0
1293,0.072875,6,0.0,0.0
1294,0.0749375,6,0.0,0.0
1295,0.06325,6,0.0,0.0
1296,0.0735,6,0.0,0.0
1297,0.0815,6,0.0,0.0
1298,0.0760625,6,0.0,0.0
1299,0.1006875,6,0.0,0.0
1300,0.073375,6,0.0,0.0
1301,0.078875,6,0.0,0.0
1302,0.0834375,6,0.0,0.0
1303,0.0845625,6,0.0,0.0
1304,0.0906875,5,0.0,0.0
1305,0.0696875,5,0.0,0.0
1306,0.1039375,5,0.0,0.0
1307,0.08825,5,0.0,0.0
1308,0.07225,5,0.0,0.0
1309,0.098,5,0.0,0.0
1310,0.0719375,5,0.0,0.0
1311,0.1468125,5,0.0,0.0
1312,0.20650000000000002,5,0.0,0.0
1313,0.08125,5,0.0,0.0
1314,0.1140625,5,0.0,0.0
1315,0.1374375,5,0.0,0.0
1316,0.069,5,0.0,0.0
1317,0.0895625,5,0.0,0.0
1318,0.1013125,5,0.0,0.0
1319,0.1005625,5,0.0,0.0
1320,0.139,5,0.0,0.0
1321,0.08787500000000001,5,0.0,0.0
1322,0.0835,5,0.0,0.0
1323,0.0936875,5,0.0,0.0
1324,0.097875,5,0.0,0.0
1325,0.075625,5,0.0,0.0
1326,0.08075,5,0.0,0.0
1327,0.0935625,5,0.0,0.0
1328,0.1029375,5,0.0,0.0
1329,0.13543750000000002,5,0.0,0.0
1330,0.0695625,5,0.0,0.0
1331,0.09175,5,0.0,0.0
1332,0.066,5,0.0,0.0
1333,0.08425,5,0.0,0.0
1334,0.083,5,0.0,0.0
1335,0.097375,5,0.0,0.0
1336,0.0890625,5,0.0,0.0
1337,0.0758125,5,0.0,0.0
1338,0.0774375,5,0.0,0.0
1339,0.07825,5,0.0,0.0
1340,0.1018125,5,0.0,0.0
1341,0.08925,5,0.0,0.0
1342,0.1036875,5,0.0,0.0
1343,0.0985,5,0.0,0.0
1344,0.06825,5,0.0,0.0
1345,0.0850625,5,0.0,0.0
1346,0.0865625,5,0.0,0.0
1347,0.072625,5,0.0,0.0
1348,0.081125,5,0.0,0.0
1349,0.0768125,5,0.0,0.0
1350,0.10675,5,0.0,0.0
1351,0.067875,5,0.0,0.0
1352,0.09518750000000001,5,0.0,0.0
1353,0.09381250000000001,5,0.0,0.0
1354,0.059062500000000004,5,0.0,0.0
1355,0.1175625,5,0.0,0.0
1356,0.0886875,5,0.0,0.0
1357,0.0688125,5,0.0,0.0
1358,0.0879375,5,0.0,0.0
1359,0.0998125,5,0.0,0.0
1360,0.0775,5,0.0,0.0
1361,0.1174375,5,0.0,0.0
1362,0.08025,5,0.0,0.0
1363,0.096875,5,0.0,0.0
1364,0.066125,5,0.0,0.0
1365,0.074875,5,0.0,0.0
1366,0.07875,5,0.0,0.0
1367,0.085625,5,0.0,0.0
1368,0.0859375,5,0.0,0.0
1369,0.0839375,5,0.0,0.0
1370,0.0916875,5,0.0,0.0
1371,0.097125,5,0.0,0.0
1372,0.0960625,5,0.0,0.0
1373,0.089125,5,0.0,0.0
1374,0.0874375,5,0.0,0.0
1375,0.0829375,5,0.0,0.0
1376,0.0665625,5,0.0,0.0
1377,0.099,5,0.0,0.0
1378,0.094375,5,0.0,0.0
1379,0.07675,5,0.0,0.0
1380,0.123,5,0.0,0.0
1381,0.07856250000000001,5,0.0,0.0
1382,0.09393750000000001,5,0.0,0.0
1383,0.0870625,5,0.0,0.0
1384,0.078375,5,0.0,0.0
1385,0.0771875,5,0.0,0.0
1386,0.08612500000000001,5,0.0,0.0
1387,0.1200625,5,0.0,0.0
1388,0.069875,5,0.0,0.0
1389,0.10575,5,0.0,0.0
1390,0.0813125,5,0.0,0.0
1391,0.09075,5,0.0,0.0
1392,0.1296875,5,0.0,0.0
1393,0.11093750000000001,5,0.0,0.0
1394,0.129,5,0.0,0.0
1395,0.1023125,5,0.0,0.0
1396,0.076375,5,0.0,0.0
1397,0.1026875,5,0.0,0.0
1398,0.059687500000000004,5,0.0,0.0
1399,0.0820625,5,0.0,0.0
1400,0.0801875,5,0.0,0.0
1401,0.0806875,5,0.0,0.0
1402,0.0899375,5,0.0,0.0
1403,0.059000000000000004,5,0.0,0.0
1404,0.08737500000000001,5,0.0,0.0
1405,0.0725625,5,0.0,0.0
1406,0.1443125,5,0.0,0.0
1407,0.0661875,5,0.0,0.0
1408,0.090875,5,0.0,0.0
1409,0.2231875,4,0.0,0.0
1410,0.1281875,4,0.0,0.0
1411,0.1274375,4,0.0,0.0
1412,0.0825,4,0.0,0.0
1413,0.08662500000000001,4,0.0,0.0
1414,0.095,4,0.0,0.0
1415,0.1386875,4,0.0,0.0
1416,0.1365625,4,0.0,0.0
1417,0.1145,4,0.0,0.0
1418,0.0854375,4,0.0,0.0
1419,0.0934375,4,0.0,0.0
1420,0.146875,4,0.0,0.0
1421,0.113875,4,0.0,0.0
1422,0.1789375,4,0.0,0.0
1423,0.1093125,4,0.0,0.0
1424,0.1786875,4,0.0,0.0
1425,0.1204375,4,0.0,0.0
1426,0.13568750000000002,4,0.0,0.0
1427,0.09593750000000001,4,0.0,0.0
1428,0.1016875,4,0.0,0.0
1429,0.12762500000000002,4,0.0,0.0
1430,0.111625,4,0.0,0.0
1431,0.14325000000000002,4,0.0,0.0
1432,0.1299375,4,0.0,0.0
1433,0.091,4,0.0,0.0
1434,0.0996875,4,0.0,0.0
1435,0.165375,4,0.0,0.0
1436,0.080625,4,0.0,0.0
1437,0.10387500000000001,4,0.0,0.0
1438,0.082875,4,0.0,0.0
1439,0.1045625,4,0.0,0.0
1440,0.1040625,4,0.0,0.0
1441,0.1009375,4,0.0,0.0
1442,0.1396875,4,0.0,0.0
1443,0.10187500000000001,4,0.0,0.0
1444,0.22362500000000002,4,0.0,0.0
1445,0.1074375,4,0.0,0.0
1446,0.0831875,4,0.0,0.0
1447,0.07956250000000001,4,0.0,0.0
1448,0.1180625,4,0.0,0.0
1449,0.0966875,4,0.0,0.0
1450,0.1125,4,0.0,0.0
1451,0.2031875,4,0.0,0.0
1452,0.07893750000000001,4,0.0,0.0
1453,0.15075,4,0.0,0.0
1454,0.11175,4,0.0,0.0
1455,0.0919375,4,0.0,0.0
1456,0.0973125,4,0.0,0.0
1457,0.08,4,0.0,0.0
1458,0.1045,4,0.0,0.0
1459,0.11075,4,0.0,0.0
1460,0.0995625,4,0.0,0.0
1461,0.0753125,4,0.0,0.0
1462,0.116625,4,0.0,0.0
1463,0.09375,4,0.0,0.0
1464,0.10981250000000001,4,0.0,0.0
1465,0.1450625,4,0.0,0.0
1466,0.0785,4,0.0,0.0
1467,0.0935,4,0.0,0.0
1468,0.0846875,4,0.0,0.0
1469,0.096625,4,0.0,0.0
1470,0.0701875,4,0.0,0.0
1471,0.089375,4,0.0,0.0
1472,0.15575,4,0.0,0.0
1473,0.089,4,0.0,0.0
1474,0.133875,4,0.0,0.0
1475,0.0735625,4,0.0,0.0
1476,0.2069375,4,0.0,0.0
1477,0.0583125,4,0.0,0.0
1478,0.1595625,4,0.0,0.0
1479,0.0986875,4,0.0,0.0
1480,0.080375,4,0.0,0.0
1481,0.1485,4,0.0,0.0
1482,0.1005,4,0.0,0.0
1483,0.084875,4,0.0,0.0
1484,0.12025,4,0.0,0.0
1485,0.20275,4,0.0,0.0
1486,0.0809375,4,0.0,0.0
1487,0.11962500000000001,4,0.0,0.0
1488,0.1046875,4,0.0,0.0
1489,0.093875,4,0.0,0.0
1490,0.0821875,4,0.0,0.0
1491,0.0881875,4,0.0,0.0
1492,0.199125,4,0.0,0.0
1493,0.083875,4,0.0,0.0
1494,0.07968750000000001,4,0.0,0.0
1495,0.08775000000000001,4,0.0,0.0
1496,0.076,4,0.0,0.0
1497,0.0795,4,0.0,0.0
1498,0.11168750000000001,4,0.0,0.0
1499,0.0725,4,0.0,0.0
1500,0.1179375,4,0.0,0.0
1501,0.1411875,4,0.0,0.0
1502,0.0991875,4,0.0,0.0
1503,0.081875,4,0.0,0.0
1504,0.097625,4,0.0,0.0
1505,0.073875,4,0.0,0.0
1506,0.16568750000000002,4,0.0,0.0
1507,0.08650000000000001,4,0.0,0.0
1508,0.10943750000000001,4,0.0,0.0
1509,0.058375,4,0.0,0.0
1510,0.1183125,4,0.0,0.0
1511,0.0928125,4,0.0,0.0
1512,0.1253125,4,0.0,0.0
1513,0.08225,4,0.0,0.0
1514,0.10275000000000001,4,0.0,0.0
1515,0.1525625,4,0.0,0.0
1516,0.1015625,4,0.0,0.0
1517,0.07931250000000001,4,0.0,0.0
1518,0.12712500000000002,4,0.0,0.0
1519,0.093125,4,0.0,0.0
